LncRNA name,Cancer name,Methods,Expression pattern,Pubmed ID,Remarks,No. of Lnc Transcript variants,NCBI Reference Number,Total No. of PQS,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS,RefSeq status,aka
H19,Lung Cancer,"qRT-PCR , Luciferase reporter assay , Western blot etc.",up-regulated,31187349,"Also Known As: ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008.Some (older-not checked for PQS) H19 ""other"" ncRNA endogenous virus human endogenous retrovirus H clone (partial sequence-MG598802.1) with note - non-coding HERV-H transcript, was also there in result.",3,"NR_002196.2, NR_131223.1, NR_131224.1","38,37,12","27,26,11","9,9,1","2,2,0",REVIEWED,ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008
H19,Non Small Cell Lung Cancer,"qPCR, Western blot, Luciferase reporter assay, other",up-regulated,30280776,"Also Known As: ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008.Some (older-not checked for PQS) H19 ""other"" ncRNA endogenous virus human endogenous retrovirus H clone (partial sequence-MG598802.1) with note - non-coding HERV-H transcript, was also there in result.",3,"NR_002196.2, NR_131223.1, NR_131224.1","38,37,12","27,26,11","9,9,1","2,2,0",REVIEWED,ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008
H19,lung cancer,"PCR, other",,30219045,"Also Known As: ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008.Some (older-not checked for PQS) H19 ""other"" ncRNA endogenous virus human endogenous retrovirus H clone (partial sequence-MG598802.1) with note - non-coding HERV-H transcript, was also there in result.",3,"NR_002196.2, NR_131223.1, NR_131224.1","38,37,12","27,26,11","9,9,1","2,2,0",REVIEWED,ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008
H19,Non Small Cell Lung Cancer,"qPCR, Western blo, Luciferase reporter assay, other",up-regulated,30214583,"Also Known As: ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008.Some (older-not checked for PQS) H19 ""other"" ncRNA endogenous virus human endogenous retrovirus H clone (partial sequence-MG598802.1) with note - non-coding HERV-H transcript, was also there in result.",3,"NR_002196.2, NR_131223.1, NR_131224.1","38,37,12","27,26,11","9,9,1","2,2,0",REVIEWED,ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008
H19,non small cell lung cancer,"qPCR, other",,31424642,"Also Known As: ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008.Some (older-not checked for PQS) H19 ""other"" ncRNA endogenous virus human endogenous retrovirus H clone (partial sequence-MG598802.1) with note - non-coding HERV-H transcript, was also there in result.",3,"NR_002196.2, NR_131223.1, NR_131224.1","38,37,12","27,26,11","9,9,1","2,2,0",REVIEWED,ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008
H19,Non Small Cell Lung Cancer,"qPCR, Western blot, in vitro knockdown, RIP, etc.",up-regulated,30542738,"Also Known As: ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008.Some (older-not checked for PQS) H19 ""other"" ncRNA endogenous virus human endogenous retrovirus H clone (partial sequence-MG598802.1) with note - non-coding HERV-H transcript, was also there in result.",3,"NR_002196.2, NR_131223.1, NR_131224.1","38,37,12","27,26,11","9,9,1","2,2,0",REVIEWED,ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008
H19,Lung Adenocarcinoma,"qPCR, Western blot, in vitro knockdown, etc.",up-regulated,31503013,"Also Known As: ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008.Some (older-not checked for PQS) H19 ""other"" ncRNA endogenous virus human endogenous retrovirus H clone (partial sequence-MG598802.1) with note - non-coding HERV-H transcript, was also there in result.",3,"NR_002196.2, NR_131223.1, NR_131224.1","38,37,12","27,26,11","9,9,1","2,2,0",REVIEWED,ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008
H19,Lung Adenocarcinoma,"qPCR, Western blot, Luciferase reporter assay, RNA interference",up-regulated,31317666,"Also Known As: ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008.Some (older-not checked for PQS) H19 ""other"" ncRNA endogenous virus human endogenous retrovirus H clone (partial sequence-MG598802.1) with note - non-coding HERV-H transcript, was also there in result.",3,"NR_002196.2, NR_131223.1, NR_131224.1","38,37,12","27,26,11","9,9,1","2,2,0",REVIEWED,ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008
H19,Non Small Cell Lung Cancer,"qPCR, Luciferase reporter assay",up-regulated,31219199,"Also Known As: ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008.Some (older-not checked for PQS) H19 ""other"" ncRNA endogenous virus human endogenous retrovirus H clone (partial sequence-MG598802.1) with note - non-coding HERV-H transcript, was also there in result.",3,"NR_002196.2, NR_131223.1, NR_131224.1","38,37,12","27,26,11","9,9,1","2,2,0",REVIEWED,ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008
H19,Small Cell Lung Cancer,"qPCR, Northern blot etc.",up-regulated,8674037,"Also Known As: ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008.Some (older-not checked for PQS) H19 ""other"" ncRNA endogenous virus human endogenous retrovirus H clone (partial sequence-MG598802.1) with note - non-coding HERV-H transcript, was also there in result.",3,"NR_002196.2, NR_131223.1, NR_131224.1","38,37,12","27,26,11","9,9,1","2,2,0",REVIEWED,ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008
H19,Lung Adenocarcinoma,"qPCR, RNAi, Western blot, Flow cytometry assay etc.",up-regulated,27911863,"Also Known As: ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008.Some (older-not checked for PQS) H19 ""other"" ncRNA endogenous virus human endogenous retrovirus H clone (partial sequence-MG598802.1) with note - non-coding HERV-H transcript, was also there in result.",3,"NR_002196.2, NR_131223.1, NR_131224.1","38,37,12","27,26,11","9,9,1","2,2,0",REVIEWED,ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008
H19,Lung Cancer,qPCR etc.,up-regulated,29470951,"Also Known As: ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008.Some (older-not checked for PQS) H19 ""other"" ncRNA endogenous virus human endogenous retrovirus H clone (partial sequence-MG598802.1) with note - non-coding HERV-H transcript, was also there in result.",3,"NR_002196.2, NR_131223.1, NR_131224.1","38,37,12","27,26,11","9,9,1","2,2,0",REVIEWED,ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008
H19,Lung Cancer,qPCR etc.,up-regulated,29731641,"Also Known As: ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008.Some (older-not checked for PQS) H19 ""other"" ncRNA endogenous virus human endogenous retrovirus H clone (partial sequence-MG598802.1) with note - non-coding HERV-H transcript, was also there in result.",3,"NR_002196.2, NR_131223.1, NR_131224.1","38,37,12","27,26,11","9,9,1","2,2,0",REVIEWED,ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008
H19,Lung Cancer,qPCR etc.,down-regulated,24063685,"Also Known As: ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008.Some (older-not checked for PQS) H19 ""other"" ncRNA endogenous virus human endogenous retrovirus H clone (partial sequence-MG598802.1) with note - non-coding HERV-H transcript, was also there in result.",3,"NR_002196.2, NR_131223.1, NR_131224.1","38,37,12","27,26,11","9,9,1","2,2,0",REVIEWED,ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008
H19,Lung Cancer,qPCR etc.,up-regulated,16707459,"Also Known As: ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008.Some (older-not checked for PQS) H19 ""other"" ncRNA endogenous virus human endogenous retrovirus H clone (partial sequence-MG598802.1) with note - non-coding HERV-H transcript, was also there in result.",3,"NR_002196.2, NR_131223.1, NR_131224.1","38,37,12","27,26,11","9,9,1","2,2,0",REVIEWED,ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008
H19,Non Small Cell Lung Cancer,"qPCR, Western blot, Luciferase reporter assay etc.",up-regulated,29693721,"Also Known As: ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008.Some (older-not checked for PQS) H19 ""other"" ncRNA endogenous virus human endogenous retrovirus H clone (partial sequence-MG598802.1) with note - non-coding HERV-H transcript, was also there in result.",3,"NR_002196.2, NR_131223.1, NR_131224.1","38,37,12","27,26,11","9,9,1","2,2,0",REVIEWED,ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008
H19,Non Small Cell Lung Cancer,"qPCR, RNAi, ChIP, Luciferase reporter assay, Flow cytometry assay etc.",up-regulated,26722426,"Also Known As: ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008.Some (older-not checked for PQS) H19 ""other"" ncRNA endogenous virus human endogenous retrovirus H clone (partial sequence-MG598802.1) with note - non-coding HERV-H transcript, was also there in result.",3,"NR_002196.2, NR_131223.1, NR_131224.1","38,37,12","27,26,11","9,9,1","2,2,0",REVIEWED,ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008
H19,Non Small Cell Lung Cancer,qPCR etc.,up-regulated,28121347,"Also Known As: ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008.Some (older-not checked for PQS) H19 ""other"" ncRNA endogenous virus human endogenous retrovirus H clone (partial sequence-MG598802.1) with note - non-coding HERV-H transcript, was also there in result.",3,"NR_002196.2, NR_131223.1, NR_131224.1","38,37,12","27,26,11","9,9,1","2,2,0",REVIEWED,ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008
H19,Non Small Cell Lung Cancer,"qPCR, RNAi, Western blot, Cell migration and invasion assay etc.",differential expression,27607135,"Also Known As: ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008.Some (older-not checked for PQS) H19 ""other"" ncRNA endogenous virus human endogenous retrovirus H clone (partial sequence-MG598802.1) with note - non-coding HERV-H transcript, was also there in result.",3,"NR_002196.2, NR_131223.1, NR_131224.1","38,37,12","27,26,11","9,9,1","2,2,0",REVIEWED,ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008
H19,Non Small Cell Lung Cancer,"Microarray, qPCR, Cell proliferation assay etc.",up-regulated,25482516,"Also Known As: ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008.Some (older-not checked for PQS) H19 ""other"" ncRNA endogenous virus human endogenous retrovirus H clone (partial sequence-MG598802.1) with note - non-coding HERV-H transcript, was also there in result.",3,"NR_002196.2, NR_131223.1, NR_131224.1","38,37,12","27,26,11","9,9,1","2,2,0",REVIEWED,ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008
H19,Non Small Cell Lung Cancer,"qPCR, RNAi, ChIP, Luciferase reporter assay etc.",up-regulated,26482621,"Also Known As: ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008.Some (older-not checked for PQS) H19 ""other"" ncRNA endogenous virus human endogenous retrovirus H clone (partial sequence-MG598802.1) with note - non-coding HERV-H transcript, was also there in result.",3,"NR_002196.2, NR_131223.1, NR_131224.1","38,37,12","27,26,11","9,9,1","2,2,0",REVIEWED,ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008
H19,Lung Cancer,"qPCR, Western blot etc.",up-regulated,29219208,"Also Known As: ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008.Some (older-not checked for PQS) H19 ""other"" ncRNA endogenous virus human endogenous retrovirus H clone (partial sequence-MG598802.1) with note - non-coding HERV-H transcript, was also there in result.",3,"NR_002196.2, NR_131223.1, NR_131224.1","38,37,12","27,26,11","9,9,1","2,2,0",REVIEWED,ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008
H19,Non Small Cell Lung Cancer,qPCR etc.,up-regulated,28799568,"Also Known As: ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008.Some (older-not checked for PQS) H19 ""other"" ncRNA endogenous virus human endogenous retrovirus H clone (partial sequence-MG598802.1) with note - non-coding HERV-H transcript, was also there in result.",3,"NR_002196.2, NR_131223.1, NR_131224.1","38,37,12","27,26,11","9,9,1","2,2,0",REVIEWED,ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008
H19,Lung Cancer,"qPCR, etc.",up-regulated,29950144,"Also Known As: ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008.Some (older-not checked for PQS) H19 ""other"" ncRNA endogenous virus human endogenous retrovirus H clone (partial sequence-MG598802.1) with note - non-coding HERV-H transcript, was also there in result.",3,"NR_002196.2, NR_131223.1, NR_131224.1","38,37,12","27,26,11","9,9,1","2,2,0",REVIEWED,ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008
HAGLR,Lung Adenocarcinoma,"Microarray, qPCR , in vitro knockdown , Western blot , RIP etc.",down-regulated,31194977,Also Known As: Mdgt; HOXD-AS1; MIR7704HG,12,"NR_110458.1, NR_110459.1, NR_110460.1, NR_110461.1, NR_110462.1, NR_110463.1, NR_110464.1, NR_110465.1, NR_110466.1, NR_033979.2, NR_110467.1, NR_110468.1","27, 25, 25, 23, 27, 25, 25, 23, 23, 22, 24, 24","25,23,23,22,25,24,24,21,21,20,23,23","2,2,2,1,2,1,1,2,2,2,1,1","0,0,0,0,0,0,0,0,0,0,0,0",VALIDATED,Mdgt; HOXD-AS1; MIR7704HG
HAGLR,Non Small Cell Lung Cancer,"qPCR, Western blot etc.",up-regulated,28443464,Also Known As: Mdgt; HOXD-AS1; MIR7704HG,12,"NR_110458.1, NR_110459.1, NR_110460.1, NR_110461.1, NR_110462.1, NR_110463.1, NR_110464.1, NR_110465.1, NR_110466.1, NR_033979.2, NR_110467.1, NR_110468.1","27, 25, 25, 23, 27, 25, 25, 23, 23, 22, 24, 24","25,23,23,22,25,24,24,21,21,20,23,23","2,2,2,1,2,1,1,2,2,2,1,1","0,0,0,0,0,0,0,0,0,0,0,0",VALIDATED,Mdgt; HOXD-AS1; MIR7704HG
HAGLROS,Lung Cancer,"qPCR, Luciferase reporter assay, in vitro knockdown",up-regulated,31378893,,1,NR_110457.1,6,6,0,0,VALIDATED,HAGLR opposite strand lncRNA;HAGLR opposite strand (non-protein coding);HAGLROS;HSALNG0020595;NONHSAG029907.2
HAND2-AS1,Non Small Cell Lung Cancer,"qPCR, Western blot, RIP, etc.",down-regulated,30509963,Also Known As: UPH; DEIN; NBLA00301,11,"NR_003679.2, NR_136192.1, NR_136193.1, NR_136194.1, NR_136195.1, NR_136196.1, NR_136197.1, NR_136198.1, NR_136199.1, NR_136200.1, NR_136201.1","1, 19, 22, 21, 11, 5, 19, 18, 20, 22, 24","1,17,20,19,10,4,18,16,18,20,22","0,2,2,2,1,1,1,2,2,2,2","0,0,0,0,0,0,0,0,0,0,0",VALIDATED,UPH; DEIN; NBLA00301
HAS2-AS1,Non Small Cell Lung Cancer,"qPCR, Western blot, RIP etc",up-regulated,32269726,Also known as: HASNT; HAS2AS; HAS2-AS; NCRNA00077,1,NR_002835.2,15,14,1,0,VALIDATED,HASNT; HAS2AS; HAS2-AS; NCRNA00077
HCP5,Non Small Cell Lung Cancer,"qPCR, Western blot",up-regulated,32104093,Also Known As: P5-1; 6S2650E; D6S2650E,1,NR_040662.1,23,21,2,0,VALIDATED,P5-1; 6S2650E; D6S2650E
HCP5,Lung Adenocarcinoma,"qRT-PCR, in vitro knockdown, Western blot analysis, Chromatin immunoprecipitation etc.",up-regulated,31131047,Also Known As: P5-1; 6S2650E; D6S2650E,1,NR_040662.1,23,21,2,0,VALIDATED,P5-1; 6S2650E; D6S2650E
HCP5,Lung Adenocarcinoma,qPCR,down-regulated,28793054,Also Known As: P5-1; 6S2650E; D6S2650E,1,NR_040662.1,23,21,2,0,VALIDATED,P5-1; 6S2650E; D6S2650E
HIF1A-AS1,Non Small Cell Lung Cancer,qPCR etc.,up-regulated,26339353,Also Known As: 5'aHIF-1A; 5'aHIF1alpha,1,NR_047116.1,4,4,0,0,VALIDATED,5'aHIF-1A; 5'aHIF1alpha
HLA-F-AS1,Lung Adenocarcinoma,"Microarray, qPCR",down-regulated,30151992,,2,"NR_026972.1, NR_026973.1","11, 3","10,3","1,0","0,0",VALIDATED,HLA-F antisense RNA 1;HLA-F antisense RNA 1 (non-protein coding);HSALNG0049088;NONHSAG045652.2;HLA-F-AS1;NONHSAG046030.2;NONHSAG043371.2;NONHSAG045843.2;NONHSAG046548.2;NONHSAG046364.2;NONHSAG046192.2
HMLINCRNA717,Non Small Cell Lung Cancer,qPCR etc.,down-regulated,25674259,Also Known As: MTCL1AS1; MTCL1-AS1,2,"NR_120598.1, NR_126559.1","7,6","7,6","0,0","0,0",VALIDATED,gastric cancer associated transcript 2;HMlincRNA717;MTCL1 antisense RNA 1;gastric cancer associated transcript 2 (non-protein coding);MTCL1-AS1;MTCL1AS1;HSALNG0119881;NONHSAG023313.2;GACAT2
HMMR-AS1,Lung Adenocarcinoma,"qRT-PCR , Luciferase reporter assay , Western blot , in vitro knockdown etc.",up-regulated,31128573,,1,NR_109892.1,5,5,0,0,VALIDATED,HMMR antisense RNA 1;HMMR-AS1;HSALNG0046325;NONHSAG042138.2
HNF1A-AS1,Non Small Cell Lung Cancer,"qPCR, Western blot, Luciferase reporter assay",up-regulated,31243821,Also Known As: HAS1; C12orf27; NCRNA00262,1,NR_024345.1,15,15,0,0,VALIDATED,HAS1; C12orf27; NCRNA00262
HNF1A-AS1,Lung Adenocarcinoma,"qPCR, RNAi, Western blot, RIP etc.",up-regulated,25863539,Also Known As: HAS1; C12orf27; NCRNA00262,1,NR_024345.1,15,15,0,0,VALIDATED,HAS1; C12orf27; NCRNA00262
HNF1A-AS1,Non Small Cell Lung Cancer,"qRT-PCR, Luciferase reporter assay",up-regulated,29289833,Also Known As: HAS1; C12orf27; NCRNA00262,1,NR_024345.1,15,15,0,0,VALIDATED,HAS1; C12orf27; NCRNA00262
HOST2,Non Small Cell Lung Cancer,"qPCR, Western blot, Luciferase reporter assay etc.",up-regulated,31799663,Also Known As: CERNA2; HOST2; lncRNA-HOST2,1 (CERNA2),CERNA2 (NR_134505.1),9 (CERNA2),9,0,0,REVIEWED (CERNA2),HOST2; lncRNA-HOST2
HOTAIR,Non Small Cell Lung Cancer,"qPCR, Western blot",up-regulated,29805510,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072
HOTAIR,Lung Cancer,"qPCR, Luciferase reporter assay, RIP etc.",differential expressed,32248643,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072
HOTAIR,Non Small Cell Lung Cancer,"qPCR, Western blot",up-regulated,30720199,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072
HOTAIR,Small Cell Lung Cancer,"qRT-PCR, Western blotting analysis, Luciferase reporter assays",up-regulated,31934137,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072
HOTAIR,Non Small Cell Lung Cancer,"RT-PCR , Northern blot etc.",up-regulated,31173294,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072
HOTAIR,Lung Cancer,"qPCR, Western blot, Luciferase reporter assay",up-regulated,30047193,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072
HOTAIR,Lung Cancer,"qPCR, Western blot, RIP, other",up-regulated,30223276,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072
HOTAIR,Lung Cancer,"qPCR, Western blot, Luciferase reporter assay, RIP, etc.",down-regulated,31475459,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072
HOTAIR,Non Small Cell Lung Cancer,qPCR,up-regulated,28784052,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072
HOTAIR,Small Cell Lung Cancer,"qPCR, RNAi, Western blot, RIP, Flow cytometry assay etc.",up-regulated,26707824,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072
HOTAIR,Small Cell Lung Cancer,"qPCR, RNAi etc.",up-regulated,24591352,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072
HOTAIR,Lung Cancer,"qPCR, Western blot, Flow cytometry assay etc.",up-regulated,27186394,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072
HOTAIR,Lung Adenocarcinoma,"qPCR, Western blot, in vitro knockdown, RNAi",up-regulated,29467862,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072
HOTAIR,Lung Cancer,"qPCR, RNAi etc.",up-regulated,25010625,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072
HOTAIR,Lung Adenocarcinoma,"qPCR, RNAi, Western blot, Luciferase reporter assay, MTT assay etc.",up-regulated,27460077,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072
