LncRNA name,Cancer name,Methods,Expression pattern,Pubmed ID,Remarks,No. of Transcript variants,NCBI Reference Number,Total No. of PQS,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS,RefSeq status,aka
HOTAIR,Gastric Adenocarcinoma,qPCR etc.,up-regulated,23888369,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072

Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18, 17, 16,","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072
HOTAIR,Gastric Cancer,"qPCR, Western blot, RIP etc.",up-regulated,26136075,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072

Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18, 17, 16,","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072
HOTAIR,Gastric Cancer,qPCR etc.,up-regulated,26935047,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072

Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18, 17, 16,","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072
HOTAIR,Gastric Cancer,"qPCR, Dual luciferase reporter assay etc.",up-regulated,25640751,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072

Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18, 17, 16,","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072
HOTAIR,Gastric Cancer,qPCR etc.,up-regulated,25968902,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072

Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18, 17, 16,","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072
HOTAIR,Gastric Cancer,"qPCR, RNAi, Northern blot etc.",up-regulated,25612617,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072

Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18, 17, 16,","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072
HOTAIR,Gastric Cancer,qPCR etc.,up-regulated,24949306,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072

Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18, 17, 16,","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072
HOTAIR,Gastric Cancer,"qPCR, RNAi etc.",down-regulated,29719612,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072

Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18, 17, 16,","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072
HOTAIR,Gastric Cancer,"qPCR, RNAi, Western blot, Luciferase reporter assay, Flow cytometry assay etc.",up-regulated,27900563,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072

Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18, 17, 16,","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072
HOTAIR,Gastric Cancer,"qPCR, RNAi, Luciferase reporter assay, ELISA etc.",up-regulated,26187665,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072

Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18, 17, 16,","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072
HOTAIR,Gastric Cancer,"qPCR, RNAi, Western blot, Luciferase reporter assay etc.",up-regulated,24775712,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072

Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18, 17, 16,","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072
HOTAIR,Gastric Cancer,qPCR,up-regulated,29236333,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072

Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18, 17, 16,","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072
HOTAIR,Gastric Cancer,"qPCR, Western blot, in vitro knockdown, RIP",up-regulated,29417297,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072

Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18, 17, 16,","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072
HOTAIR,Gastric Cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP",up-regulated,29080815,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072

Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18, 17, 16,","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072
HOTAIR,Gastric Cancer,"Microarray, qPCR etc.",up-regulated,26237576,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072

Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18, 17, 16,","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072
HOTAIR,Gastric Cancer,qPCR etc.,up-regulated,26096073,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072

Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18, 17, 16,","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072
HOTAIR,Gastric Cancer,"qPCR, RNAi etc.",up-regulated,25280565,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072

Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18, 17, 16,","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072
HOTAIR,Gastric Cancer,"qPCR, Western blot etc.",up-regulated,25063030,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072

Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18, 17, 16,","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072
HOTAIR,Gastric Cancer,"qPCR, Western blot, in vitro knockdown etc.",up-regulated,23847441,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072

Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18, 17, 16,","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072
HOTAIR,Gastric Cancer,"qPCR, RNAi etc.",up-regulated,24130837,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072

Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18, 17, 16,","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072
HOTAIRM1,Gastric Cancer,"qPCR, Western blot, Luciferase reporter assay, other",down-regulated,30302796,"Also Known As: HOXA-AS1; HOXA1-AS1; NCRNA00179

Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIRM1 (HOTAIRM1 gene) and; HOXA cluster antisense intergenic RNA myeloid 1 antisense RNA (HOTAIRM1); ""antisense RNA"" ncRNA (TPA: HG975399.1; complete sequence-GQ479958.1 respectively) were also there in result.",2,"NR_038366.1, NR_038367.1","7, 5","6,4","1,1","0,0",REVIEWED,HOXA-AS1; HOXA1-AS1; NCRNA00179
HOTTIP,Gastric Cancer,"Western blot, qRT-PCR, Dual Luciferase Reporter Assay, RIP",up-regulated,31908497,"Also Known As: HOXA-AS6; HOXA13-AS1; NCRNA00213

Some (older-not checked for PQS) HoxA transcript at the distal tip RNA antisense RNA (HOTTIP) ""antisense RNA"" ncRNA (complete sequence - GU724873.1) was also there in result.",1,NR_037843.3,40,37,3,0,REVIEWED,HOXA-AS6; HOXA13-AS1; NCRNA00213
HOTTIP,Gastric Cancer,"qPCR, RNAi, Western blot etc.",differential expression,27144338,"Also Known As: HOXA-AS6; HOXA13-AS1; NCRNA00213

Some (older-not checked for PQS) HoxA transcript at the distal tip RNA antisense RNA (HOTTIP) ""antisense RNA"" ncRNA (complete sequence - GU724873.1) was also there in result.",1,NR_037843.3,40,37,3,0,REVIEWED,HOXA-AS6; HOXA13-AS1; NCRNA00213
HOTTIP,Gastric Cancer,"qPCR, RNAi, Western blot, Cell proliferation assay etc.",up-regulated,27108607,"Also Known As: HOXA-AS6; HOXA13-AS1; NCRNA00213

Some (older-not checked for PQS) HoxA transcript at the distal tip RNA antisense RNA (HOTTIP) ""antisense RNA"" ncRNA (complete sequence - GU724873.1) was also there in result.",1,NR_037843.3,40,37,3,0,REVIEWED,HOXA-AS6; HOXA13-AS1; NCRNA00213
HOTTIP,Gastric Cancer,"qPCR, RNAi etc.",down-regulated,27103834,"Also Known As: HOXA-AS6; HOXA13-AS1; NCRNA00213

Some (older-not checked for PQS) HoxA transcript at the distal tip RNA antisense RNA (HOTTIP) ""antisense RNA"" ncRNA (complete sequence - GU724873.1) was also there in result.",1,NR_037843.3,40,37,3,0,REVIEWED,HOXA-AS6; HOXA13-AS1; NCRNA00213
HOXA-AS2,Gastric Cancer,"Microarray, qPCR, Western blot, Luciferase reporter assay etc.",up-regulated,26384350,Also Known As: HOXA3as,1,NR_122069.1,4,4,0,0,REVIEWED,HOXA3as
HOXA11-AS,Gastric Cancer,"qRT-PCR, Western blot, RIP",up-regulated,32009419,Also Known As: HOXA11S; HOXA-AS5; HOXA11AS; HOXA11-AS1; NCRNA00076,1,NR_002795.2,18,16,2,0,REVIEWED,HOXA11S; HOXA-AS5; HOXA11AS; HOXA11-AS1; NCRNA00076
HOXA11-AS,Gastric Cancer,qPCR etc.,up-regulated,32368140,Also Known As: HOXA11S; HOXA-AS5; HOXA11AS; HOXA11-AS1; NCRNA00076,1,NR_002795.2,18,16,2,0,REVIEWED,HOXA11S; HOXA-AS5; HOXA11AS; HOXA11-AS1; NCRNA00076
HOXA11-AS,Gastric Cancer,"qPCR, Western blot",up-regulated,31235999,Also Known As: HOXA11S; HOXA-AS5; HOXA11AS; HOXA11-AS1; NCRNA00076,1,NR_002795.2,18,16,2,0,REVIEWED,HOXA11S; HOXA-AS5; HOXA11AS; HOXA11-AS1; NCRNA00076
HOXA11-AS,Gastric Cancer,"RNA-seq, Microarray, qPCR, Cell transfection, Western blot, RIP, ChIP, Luciferase reporter assay etc.",up-regulated,27651312,Also Known As: HOXA11S; HOXA-AS5; HOXA11AS; HOXA11-AS1; NCRNA00076,1,NR_002795.2,18,16,2,0,REVIEWED,HOXA11S; HOXA-AS5; HOXA11AS; HOXA11-AS1; NCRNA00076
HOXA11-AS,Gastric Cancer,"qPCR, Western blot etc.",up-regulated,28441948,Also Known As: HOXA11S; HOXA-AS5; HOXA11AS; HOXA11-AS1; NCRNA00076,1,NR_002795.2,18,16,2,0,REVIEWED,HOXA11S; HOXA-AS5; HOXA11AS; HOXA11-AS1; NCRNA00076
HOXC-AS1,Gastric Cancer,qPCR etc.,up-regulated,32307743,,1,NR_047504.1,4,3,1,0,VALIDATED,HOXC cluster antisense RNA 1;HOXC cluster antisense RNA 1 (non-protein coding);HSALNG0091321;HOXC-AS1;NONHSAG011268.2
HOXC-AS1,Gastric Cancer,"Microarray, qRT-PCR, Western blot, Luciferase reporter assay, RIP",up-regulated,31870402,,1,NR_047504.1,4,3,1,0,VALIDATED,HOXC cluster antisense RNA 1;HOXC cluster antisense RNA 1 (non-protein coding);HSALNG0091321;HOXC-AS1;NONHSAG011268.2
HOXC-AS3,Gastric Cancer,"qPCR, RNAi, RNA-seq, other",up-regulated,30286788,,1,NR_047506.1,3,3,0,0,VALIDATED,HOXC cluster antisense RNA 3;HOXC cluster antisense RNA 3 (non-protein coding);HSALNG0091319;HOXC-AS3;NONHSAG011265.2
HOXD-AS1,Gastric Cancer,"qPCR, Luciferase reporter assay, Western blot, RIP",up-regulated,31551012,Also Known As: HAGLR; Mdgt; HOXD-AS1; MIR7704HG,12 (HAGLR),"HAGLR (NR_110458.1, NR_110459.1, NR_110460.1, NR_110461.1, NR_110462.1, NR_110463.1, NR_110464.1, NR_110465.1, NR_110466.1, NR_033979.2, NR_110467.1, NR_110468.1)","27, 25, 25, 23, 27, 25, 25, 23, 23, 22, 24, 24 (HAGLR)","25,23,23,22,25,24,24,21,21,20,23,23","2,2,2,1,2,1,1,2,2,2,1,1","0,0,0,0,0,0,0,0,0,0,0,0",VALIDATED,Mdgt; HOXD-AS1; MIR7704HG
HOXD-AS1,Gastric Cancer,"qPCR, Western blot etc.",up-regulated,28475004,Also Known As: HAGLR; Mdgt; HOXD-AS1; MIR7704HG,12 (HAGLR),"HAGLR (NR_110458.1, NR_110459.1, NR_110460.1, NR_110461.1, NR_110462.1, NR_110463.1, NR_110464.1, NR_110465.1, NR_110466.1, NR_033979.2, NR_110467.1, NR_110468.1)","27, 25, 25, 23, 27, 25, 25, 23, 23, 22, 24, 24 (HAGLR)","25,23,23,22,25,24,24,21,21,20,23,23","2,2,2,1,2,1,1,2,2,2,1,1","0,0,0,0,0,0,0,0,0,0,0,0",VALIDATED,Mdgt; HOXD-AS1; MIR7704HG
HRCEG,Gastric Cancer,"qRT-PCR, RNAi, Western blot",down-regulated,31964588,Also Known As: SLC25A25-AS1,1,NR_033374.1,30,29,1,0,VALIDATED,HRCEG
HULC,Gastric Cancer,"qRT-PCR, Western blot",up-regulated,31726371,"Also Known As: HCCAT1; LINC00078; NCRNA00078

Some (older-not checked for PQS) Long non-coding RNA HULC (HULC gene) ""lncRNA"" ncRNA (TPA: HG975403.1) was also there in result.",1,NR_004855.2,1,1,0,0,REVIEWED,HCCAT1; LINC00078; NCRNA00078
HULC,Gastric Cancer,"qPCR, Western blot",up-regulated,30176223,"Also Known As: HCCAT1; LINC00078; NCRNA00078

Some (older-not checked for PQS) Long non-coding RNA HULC (HULC gene) ""lncRNA"" ncRNA (TPA: HG975403.1) was also there in result.",1,NR_004855.2,1,1,0,0,REVIEWED,HCCAT1; LINC00078; NCRNA00078
HULC,Gastric Cancer,"qPCR, other",up-regulated,30197680,"Also Known As: HCCAT1; LINC00078; NCRNA00078

Some (older-not checked for PQS) Long non-coding RNA HULC (HULC gene) ""lncRNA"" ncRNA (TPA: HG975403.1) was also there in result.",1,NR_004855.2,1,1,0,0,REVIEWED,HCCAT1; LINC00078; NCRNA00078
HULC,Gastric Cancer,"qPCR, Western blot, RIP, etc.",down-regulated,31485766,"Also Known As: HCCAT1; LINC00078; NCRNA00078

Some (older-not checked for PQS) Long non-coding RNA HULC (HULC gene) ""lncRNA"" ncRNA (TPA: HG975403.1) was also there in result.",1,NR_004855.2,1,1,0,0,REVIEWED,HCCAT1; LINC00078; NCRNA00078
HULC,Gastric Cancer,"qPCR, drugs sensitivity",up-regulated,28356873,"Also Known As: HCCAT1; LINC00078; NCRNA00078

Some (older-not checked for PQS) Long non-coding RNA HULC (HULC gene) ""lncRNA"" ncRNA (TPA: HG975403.1) was also there in result.",1,NR_004855.2,1,1,0,0,REVIEWED,HCCAT1; LINC00078; NCRNA00078
HULC,Gastric Cancer,qPCR etc.,up-regulated,27322075,"Also Known As: HCCAT1; LINC00078; NCRNA00078

Some (older-not checked for PQS) Long non-coding RNA HULC (HULC gene) ""lncRNA"" ncRNA (TPA: HG975403.1) was also there in result.",1,NR_004855.2,1,1,0,0,REVIEWED,HCCAT1; LINC00078; NCRNA00078
HULC,Gastric Cancer,qPCR etc.,up-regulated,26096073,"Also Known As: HCCAT1; LINC00078; NCRNA00078

Some (older-not checked for PQS) Long non-coding RNA HULC (HULC gene) ""lncRNA"" ncRNA (TPA: HG975403.1) was also there in result.",1,NR_004855.2,1,1,0,0,REVIEWED,HCCAT1; LINC00078; NCRNA00078
HULC,Gastric Cancer,"qPCR, Western blot etc.",up-regulated,24247585,"Also Known As: HCCAT1; LINC00078; NCRNA00078

Some (older-not checked for PQS) Long non-coding RNA HULC (HULC gene) ""lncRNA"" ncRNA (TPA: HG975403.1) was also there in result.",1,NR_004855.2,1,1,0,0,REVIEWED,HCCAT1; LINC00078; NCRNA00078
IGF2AS,Gastric Cancer,"qRT-PCR , Luciferase reporter assay , Western blot , RIP , in vitro knockdown etc.",up-regulated,31183590,Also known as: PEG8; IGF2AS; IGF2-AS1,"2
(1st variant sequence not available)
(Total=3)","___, NR_028043.2, NR_133657.1","___, 27, 27","24,24","3,3","0,0",REVIEWED,PEG8; IGF2AS; IGF2-AS1
IGFL2-AS1,Gastric Cancer,"RT-qPCR, Western blot analysis, Luciferase reporter assay",up-regulated,31943339,,1,NR_135234.1,9,9,0,0,VALIDATED,IGFL2 antisense RNA 1;AC006262.5;HSALNG0126654;NONHSAG026072.2;IGFL2-AS1;HSALNG0126652
ILF3-AS1,Gastric Cancer,qRT-PCR,up-regulated,32117452,Also Known As: ILF3-DT,1,NR_024333.1,19,19,0,0,VALIDATED,ILF3-AS1
INHBA-AS1,Gastric Cancer,qPCR,up-regulated,28423525,,2,"NR_027118.2, NR_027119.2","21,7","20,7","1,0","0,0",VALIDATED,INHBA antisense RNA 1;INHBA antisense RNA 1 (non-protein coding);INHBA-AS1;NONHSAG047432.2;HSALNG0057479;NONHSAG047433.2
INTS7,Gastric Cancer,"Microarray, qPCR etc.",up-regulated,26045391,,"1
(1st, 2nd, 3rd and 4th variants are mRNA)
(Total=5)","NM_015434.4, NM_001199811.2, NM_001199812.2, NM_001199809.2 (mRNA), NR_037667.2",,20,0,0,REVIEWED,INT7; C1orf73
"KCNKI5-ASI",Gastric Cancer,"qRT-PCR, Western blotting, Methylation-specific PCR, in vitro knockdown, RIP etc.",down-regulated,31572012,,1 (KCNK15-AS1),KCNK15-AS1 (NR_132377.1),,9,0,0,VALIDATED (KCNK15-AS1),KCNK15 and WISP2 antisense RNA 1;RP11-445H22.4;KCNK15 antisense RNA 1 (head to head);NONHSAG031840.2;HSALNG0130331;lnc-ADA-3; KCNK15-AS1
KCNQ1OT1,Gastric Cancer,"qPCR, Luciferase reporter assay, Western blotting",down-regulated,31915311,"Also Known As: LIT1; Kncq1; KvDMR1; KCNQ10T1; KCNQ1-AS2; KvLQT1-AS; NCRNA00012

Some (older-not checked for PQS) Long non-coding sense-intronic RNA Kcnq1ot1 (Kncq1 gene) ""lncRNA"" ncRNA (TPA: HG975405.1) was also there in result.",1,NR_002728.3,581,538,41,2,REVIEWED,LIT1; Kncq1; KvDMR1; KCNQ10T1; KCNQ1-AS2; KvLQT1-AS; NCRNA00012
KRT7-AS,Gastric Cancer,"RNA-seq, qPCR, RNAi, Western blot, Cell proliferation assay etc.",up-regulated,26876208,,1,NR_146274.1,13,12,1,0,VALIDATED,KRT7 antisense RNA 1;HSALNG0141636;NONHSAG011190.2;KRT7-AS
KRTAP5-AS1,Gastric Cancer,"qPCR, Luciferase reporter assay, Western blot, RNA-seq",up-regulated,28819095,,1,NR_021489.2,26,26,0,0,VALIDATED,KRTAP5-1/KRTAP5-2 antisense RNA 1;KRTAP5-AS1;HSALNG0082122;NONHSAG007380.2
