LncRNA name,Cancer name,Methods,Expression pattern,Pubmed ID,Remarks,No. of Lnc Transcript variants,NCBI Reference Number,Total No. of PQS,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS,RefSeq status,Total No. of PQS.1,G4Hunter Scores of PQS,Similarity between PQS from QGRS mapper vs PQS from G4 hunter,Total No. of PQS.2,G4Hunter Scores of PQS.1,Similarity between PQS from QGRS mapper vs PQS from G4 hunter.1,Unnamed: 19,aka
GAS5,lung adenocarcinoma,"qPCR, Western blot etc.",down-regulated,25925741.0,"Also Known As: SNHG2; NCRNA00030

Some (older-not checked for PQS) GAS5 ""snoRNA"" ncRNA (TPA: HG975395.1) was also there in result.",15,"NR_002578.3, NR_152521.1, NR_152522.1, NR_152523.1, NR_152524.1, NR_152525.1, NR_152526.1, NR_152527.1, NR_152528.1, NR_152529.1, NR_152530.1, NR_152531.1, NR_152532.1, NR_152533.1, NR_152534.1","5, 6, 5, 5, 5, 5, 5, 3, 4, 3, 5, 5, 5, 5, 5","5,6,5,5,5,5,5,3,4,3,5,5,5,5,5","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",REVIEWED,0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter,,SNHG2; NCRNA00030
GAS5,non small cell lung cancer,"qPCR, RNAi, Luciferase reporter assay, MTT assay etc.",down-regulated,28117028.0,"Also Known As: SNHG2; NCRNA00030

Some (older-not checked for PQS) GAS5 ""snoRNA"" ncRNA (TPA: HG975395.1) was also there in result.",15,"NR_002578.3, NR_152521.1, NR_152522.1, NR_152523.1, NR_152524.1, NR_152525.1, NR_152526.1, NR_152527.1, NR_152528.1, NR_152529.1, NR_152530.1, NR_152531.1, NR_152532.1, NR_152533.1, NR_152534.1","5, 6, 5, 5, 5, 5, 5, 3, 4, 3, 5, 5, 5, 5, 5","5,6,5,5,5,5,5,3,4,3,5,5,5,5,5","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",REVIEWED,0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter,,SNHG2; NCRNA00030
GAS5,non small cell lung cancer,"qPCR, Dual luciferase reporter assay, MTT assay etc.",down-regulated,28059053.0,"Also Known As: SNHG2; NCRNA00030

Some (older-not checked for PQS) GAS5 ""snoRNA"" ncRNA (TPA: HG975395.1) was also there in result.",15,"NR_002578.3, NR_152521.1, NR_152522.1, NR_152523.1, NR_152524.1, NR_152525.1, NR_152526.1, NR_152527.1, NR_152528.1, NR_152529.1, NR_152530.1, NR_152531.1, NR_152532.1, NR_152533.1, NR_152534.1","5, 6, 5, 5, 5, 5, 5, 3, 4, 3, 5, 5, 5, 5, 5","5,6,5,5,5,5,5,3,4,3,5,5,5,5,5","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",REVIEWED,0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter,,SNHG2; NCRNA00030
GAS5,non small cell lung cancer,"qPCR, Western blot, Luciferase reporter assay etc.",down-regulated,27338051.0,"Also Known As: SNHG2; NCRNA00030

Some (older-not checked for PQS) GAS5 ""snoRNA"" ncRNA (TPA: HG975395.1) was also there in result.",15,"NR_002578.3, NR_152521.1, NR_152522.1, NR_152523.1, NR_152524.1, NR_152525.1, NR_152526.1, NR_152527.1, NR_152528.1, NR_152529.1, NR_152530.1, NR_152531.1, NR_152532.1, NR_152533.1, NR_152534.1","5, 6, 5, 5, 5, 5, 5, 3, 4, 3, 5, 5, 5, 5, 5","5,6,5,5,5,5,5,3,4,3,5,5,5,5,5","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",REVIEWED,0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter,,SNHG2; NCRNA00030
GAS5,non small cell lung cancer,"qPCR, RNAi, Western blot etc.",down-regulated,24357161.0,"Also Known As: SNHG2; NCRNA00030

Some (older-not checked for PQS) GAS5 ""snoRNA"" ncRNA (TPA: HG975395.1) was also there in result.",15,"NR_002578.3, NR_152521.1, NR_152522.1, NR_152523.1, NR_152524.1, NR_152525.1, NR_152526.1, NR_152527.1, NR_152528.1, NR_152529.1, NR_152530.1, NR_152531.1, NR_152532.1, NR_152533.1, NR_152534.1","5, 6, 5, 5, 5, 5, 5, 3, 4, 3, 5, 5, 5, 5, 5","5,6,5,5,5,5,5,3,4,3,5,5,5,5,5","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",REVIEWED,0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter,,SNHG2; NCRNA00030
GAS5-AS1,non small cell lung cancer,"qPCR, RNAi, Western blot, Cell proliferation assay etc.",down-regulated,27489122.0,,1,NR_037605.1,2,2,0,0,VALIDATED,0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter,,GAS5 antisense RNA 1;GAS5 antisense RNA 1 (non-protein coding);HSALNG0008546;NONHSAG003505.2;GAS5-AS1
GAS6-AS1,non small cell lung cancer,qPCR etc.,down-regulated,23979857.0,,,,,,,,,,,,,,,,GAS6 antisense RNA 1;GAS6 antisense RNA 1 (non-protein coding);GAS6-AS1;HSALNG0099625;NONHSAG014289.2
"GASL1 
GASAL1",non small cell lung cancer,"qPCR, Western-Blot, other",down-regulated,30468472.0,Also Known As: GASAL1; GASL1 ,1 (GASAL1),NR_149020.1 (GASAL1),45 (GASAL1),37,6,2,VALIDATED,"22 (9-C-rich, 2-4G, 3-2G, 7-3G)","[-1, -0.833, -0.925,
-0.911, -0.911, -1.065,
-0.911, -1.074, -0.911
(C-rich); 0.696, 0.911,0.913 
(2G); 0.888, 1.125 (4G);
0.971, 0.933, 0.911,
0.911, 0.911, 0.872, 0.775, 0.92 (3G)]","The PQS 1 (3G) of QGRS Mapper is similar to the PQS 2 (4G) of G4 Hunter. The G-tracts of both PQS are the same with a right frame shift in G4 hunter.
Similarly, the PQS 3 (3G) of QGRS  Mapper is similar to the PQS 6 (3G) of G4 Hunter. The G tracts of both PQS are the same with a left frame shift in G4 hunter.
Similarly, the PQS 4 (3G) of QGRS  Mapper is similar to the PQS 7 (3G) of G4 Hunter. The G tracts of both PQS are the exactly the same with a right frame shift.
By looking at all the PQS, it is visible that there is a slight overlap between PQS 2,3,4,5,6 of G4 hunter (3G) and can be considered as one PQS.","9 (4-C-rich, 5","[-1.426, -1.246, -1.388, 
-1.326 (C-rich); 1.185,
 1.467 (4G) 1.291, 1.383, 1.4 (3G)]","The PQS 1 (3G) of QGRS Mapper is similar to the PQS 2 (4G) of G4 Hunter. The G-tracts of both PQS are the same with a right frame shift in G4 hunter.
Similarly, the PQS 1 (3G) of QGRS  Mapper is similar to the PQS 2 (4G) of G4 Hunter. The G tracts of both PQS are the same with a left frame shift in G4 hunter.
By looking at all the PQS, it is visible that there is a slight overlap between PQS 2,3,4,5 of G4 hunter (3G) and can be considered as one PQS. This one entire PQS inlcudes G-tracts from
three 3G PQS of QGRS Mapper.
",,GASL1
GATA2-AS1,non small cell lung cancer,"qRT-PCR , Western blot , RNAi , RIP etc.",down-regulated,31607132.0,,1,NR_125398.1,18,16,2,0,VALIDATED,"14 (10-C-rich, 2-2G,
2-4G)","[-1.02, -0.792, -0.891, 
0.719, -0.911, -0.938, 
-0.933, -0.911, -0.913, 
-0.741 (C-rich); 0.891, 0.911 (2G)
0.797, 0.978, (4G)]","The PQS 1 (3G) of QGRS Mapper is similar to the PQS 1 (3G) of G4 Hunter. The G-tracts of both PQS are the same with a left frame shift in G4 hunter.
Similarly, the PQS 2 (3G) of QGRS  Mapper is similar to the PQS 2 (3G) of G4 Hunter. The G tracts of both PQS are the same with a left frame shift in G4 hunter.",1 (3G),[1.522 (3G)],No similarity to any PQS from QGRS mapper,,GATA2 antisense RNA 1;GATA2-AS1;NONHSAG036016.2;HSALNG0028800;HSALNG0028801;HSALNG0028803
GHET1,non small cell lung cancer,qPCR etc.,up-regulated,29762836.0,Also Known As: ncRNA-GHET1,1,NR_130107.1,10,9,1,0,REVIEWED,"5 (3-C-rich, 1-2G, 1-3G)
","['-0.911, -0.79, -0.959 (C-rich); 0.891, 0.644 (2G); 0.973 (3G)]",The PQS 10 (3G) of QGRS Mapper is similar to PQS 6 (3G) of G4 hunter with a left frame shift in G4 hunter,1,1.413,The PQS 10 (3G) of QGRS Mapper is similar to PQS 1 (3G) of G4 hunter with the same main G4 tracts.,,lncRNA-GHET1
GMDS-AS1,lung adenocarcinoma,"RT-qPCR, Western blot, Luciferase assay",down-regulated,31860169.0,Also known as: GMDS-DT,1,NR_046229.1,8,8,0,0,VALIDATED,1 (C-rich),[-0.848 (C-rich)],No similarity to any PQS from QGRS mapper,0,0,No PQS found in G4 hunter,,GMDS-AS1
GNAS-AS1,non small cell lung cancer,"qPCR, Western blot, Luciferase reporter assay",up-regulated,31267263.0,Also known as: SANG; GNASAS; NESPAS; GNAS-AS; GNAS1AS; NESP-AS; NCRNA00075,1,NR_002785.2,13,10,3,0,REVIEWED,"9 (3-C-rich, 4-2G, 2-3G)","[-1, -0.933, -0.955 (C-rich)
0.805, 0.889 (3G); 0.911, 0.917, 0.933,
 0.911 (2G)]","The PQS 1 (3G) of QGRS Mapper is 
similar to the PQS 1 (3G) of G4 Hunter. 
The G-tracts of both PQS are the 
same with a right frame shift in G4 hunter.",1 (3G),[1.22 (3G)],"The PQS 1 (3G) of QGRS Mapper is 
similar to the PQS 1 (3G) of G4 Hunter. 
The G-tracts of both PQS are the 
same with a right frame shift in G4 hunter.",,SANG; GNASAS; NESPAS; GNAS-AS; GNAS1AS; NESP-AS; NCRNA00075
GNAS-AS1,non small cell lung cancer,"Microarray, qPCR etc.",up-regulated,25394782.0,Also known as: SANG; GNASAS; NESPAS; GNAS-AS; GNAS1AS; NESP-AS; NCRNA00075,1,NR_002785.2,13,10,3,0,REVIEWED,"9 (3-C-rich, 4-2G, 2-3G)","[-1, -0.933, -0.955 (C-rich)
0.805, 0.889 (3G); 0.911, 0.917, 0.933,
 0.911 (2G)]","The PQS 1 (3G) of QGRS Mapper is 
similar to the PQS 1 (3G) of G4 Hunter. 
The G-tracts of both PQS are the 
same with a right frame shift in G4 hunter.",1 (3G),[1.22 (3G)],"The PQS 1 (3G) of QGRS Mapper is 
similar to the PQS 1 (3G) of G4 Hunter. 
The G-tracts of both PQS are the 
same with a right frame shift in G4 hunter.",,SANG; GNASAS; NESPAS; GNAS-AS; GNAS1AS; NESP-AS; NCRNA00075
H19,lung cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown",differential expression,29950144.0,"Also Known As: ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008.Some (older-not checked for PQS) H19 ""other"" ncRNA endogenous virus human endogenous retrovirus H clone (partial sequence-MG598802.1) with note - non-coding HERV-H transcript, was also there in result.",3,"NR_002196.2, NR_131223.1, NR_131224.1","38,37,12","27,26,11","9,9,1","2,2,0",REVIEWED,"32 (24 - 2G, 8 - C-rich); 
32 (24 - 2G, 8 - C-rich); 
5 (C-rich)","[1.305, 0.837, 0.962, 0.882, 0.891, 0.93, 0.833, 0.934 (2G), -0.911, -0.911, -0.957, -0.621, (C-rich), 0.607, 0.894, 0.803, 0.911, 0.859, 0.804, 0.933, 0.824, 0.978, 0.958, 0.891, 0.933, 0.911, 1.061,  0.953 (2G), -0.911, -0.911, -1, -0.8, -0.71 (C-rich)]; 

[1.305, 0.837, 0.962, 0.882, 0.891, 0.93, 0.833, 0.934 (2G), -0.911, -0.911, -0.957, -0.621 (C-rich), 0.607, 0.894, 0.803, 0.911, 0.859, 0.804, 0.933, 0.824, 0.978, 0.958, 0.891, 0.933, 0.911, 1.061,  0.953 (2G), -0.911, -0.911, -1, -0.8, -0.71 (C-rich)];
 
[-0.911, -0.911, -1, -0.8, -0.71 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,"2; 
2;
0 (3G)","(1.583, 1.37 (3G));

(1.583, 1.37 (3G));",No similarity to any PQS (3G) from QGRS mapper,,ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008
H19,lung cancer,"qPCR, Luciferase reporter assay, Western blot",up-regulated,30747209.0,"Also Known As: ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008.Some (older-not checked for PQS) H19 ""other"" ncRNA endogenous virus human endogenous retrovirus H clone (partial sequence-MG598802.1) with note - non-coding HERV-H transcript, was also there in result.",3,"NR_002196.2, NR_131223.1, NR_131224.1","38,37,12","27,26,11","9,9,1","2,2,0",REVIEWED,"32 (24 - 2G, 8 - C-rich); 
32 (24 - 2G, 8 - C-rich); 
5 (C-rich)","[1.305, 0.837, 0.962, 0.882, 0.891, 0.93, 0.833, 0.934 (2G), -0.911, -0.911, -0.957, -0.621, (C-rich), 0.607, 0.894, 0.803, 0.911, 0.859, 0.804, 0.933, 0.824, 0.978, 0.958, 0.891, 0.933, 0.911, 1.061,  0.953 (2G), -0.911, -0.911, -1, -0.8, -0.71 (C-rich)]; 

[1.305, 0.837, 0.962, 0.882, 0.891, 0.93, 0.833, 0.934 (2G), -0.911, -0.911, -0.957, -0.621 (C-rich), 0.607, 0.894, 0.803, 0.911, 0.859, 0.804, 0.933, 0.824, 0.978, 0.958, 0.891, 0.933, 0.911, 1.061,  0.953 (2G), -0.911, -0.911, -1, -0.8, -0.71 (C-rich)];
 
[-0.911, -0.911, -1, -0.8, -0.71 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,"2; 
2;
0 (3G)","(1.583, 1.37 (3G));

(1.583, 1.37 (3G));",No similarity to any PQS (3G) from QGRS mapper,,ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008
H19,lung cancer,"RT-PCR , Western blot etc.",up-regulated,31190899.0,"Also Known As: ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008.Some (older-not checked for PQS) H19 ""other"" ncRNA endogenous virus human endogenous retrovirus H clone (partial sequence-MG598802.1) with note - non-coding HERV-H transcript, was also there in result.",3,"NR_002196.2, NR_131223.1, NR_131224.1","38,37,12","27,26,11","9,9,1","2,2,0",REVIEWED,"32 (24 - 2G, 8 - C-rich); 
32 (24 - 2G, 8 - C-rich); 
5 (C-rich)","[1.305, 0.837, 0.962, 0.882, 0.891, 0.93, 0.833, 0.934 (2G), -0.911, -0.911, -0.957, -0.621, (C-rich), 0.607, 0.894, 0.803, 0.911, 0.859, 0.804, 0.933, 0.824, 0.978, 0.958, 0.891, 0.933, 0.911, 1.061,  0.953 (2G), -0.911, -0.911, -1, -0.8, -0.71 (C-rich)]; 

[1.305, 0.837, 0.962, 0.882, 0.891, 0.93, 0.833, 0.934 (2G), -0.911, -0.911, -0.957, -0.621 (C-rich), 0.607, 0.894, 0.803, 0.911, 0.859, 0.804, 0.933, 0.824, 0.978, 0.958, 0.891, 0.933, 0.911, 1.061,  0.953 (2G), -0.911, -0.911, -1, -0.8, -0.71 (C-rich)];
 
[-0.911, -0.911, -1, -0.8, -0.71 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,"2; 
2;
0 (3G)","(1.583, 1.37 (3G));

(1.583, 1.37 (3G));",No similarity to any PQS (3G) from QGRS mapper,,ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008
H19,lung cancer,"qRT-PCR , Luciferase reporter assay , Western blot etc.",up-regulated,31187349.0,"Also Known As: ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008.Some (older-not checked for PQS) H19 ""other"" ncRNA endogenous virus human endogenous retrovirus H clone (partial sequence-MG598802.1) with note - non-coding HERV-H transcript, was also there in result.",3,"NR_002196.2, NR_131223.1, NR_131224.1","38,37,12","27,26,11","9,9,1","2,2,0",REVIEWED,"32 (24 - 2G, 8 - C-rich); 
32 (24 - 2G, 8 - C-rich); 
5 (C-rich)","[1.305, 0.837, 0.962, 0.882, 0.891, 0.93, 0.833, 0.934 (2G), -0.911, -0.911, -0.957, -0.621, (C-rich), 0.607, 0.894, 0.803, 0.911, 0.859, 0.804, 0.933, 0.824, 0.978, 0.958, 0.891, 0.933, 0.911, 1.061,  0.953 (2G), -0.911, -0.911, -1, -0.8, -0.71 (C-rich)]; 

[1.305, 0.837, 0.962, 0.882, 0.891, 0.93, 0.833, 0.934 (2G), -0.911, -0.911, -0.957, -0.621 (C-rich), 0.607, 0.894, 0.803, 0.911, 0.859, 0.804, 0.933, 0.824, 0.978, 0.958, 0.891, 0.933, 0.911, 1.061,  0.953 (2G), -0.911, -0.911, -1, -0.8, -0.71 (C-rich)];
 
[-0.911, -0.911, -1, -0.8, -0.71 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,"2; 
2;
0 (3G)","(1.583, 1.37 (3G));

(1.583, 1.37 (3G));",No similarity to any PQS (3G) from QGRS mapper,,ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008
H19,non small cell lung cancer,"qPCR, Western blot, Luciferase reporter assay, other",up-regulated,30280776.0,"Also Known As: ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008.Some (older-not checked for PQS) H19 ""other"" ncRNA endogenous virus human endogenous retrovirus H clone (partial sequence-MG598802.1) with note - non-coding HERV-H transcript, was also there in result.",3,"NR_002196.2, NR_131223.1, NR_131224.1","38,37,12","27,26,11","9,9,1","2,2,0",REVIEWED,"32 (24 - 2G, 8 - C-rich); 
32 (24 - 2G, 8 - C-rich); 
5 (C-rich)","[1.305, 0.837, 0.962, 0.882, 0.891, 0.93, 0.833, 0.934 (2G), -0.911, -0.911, -0.957, -0.621, (C-rich), 0.607, 0.894, 0.803, 0.911, 0.859, 0.804, 0.933, 0.824, 0.978, 0.958, 0.891, 0.933, 0.911, 1.061,  0.953 (2G), -0.911, -0.911, -1, -0.8, -0.71 (C-rich)]; 

[1.305, 0.837, 0.962, 0.882, 0.891, 0.93, 0.833, 0.934 (2G), -0.911, -0.911, -0.957, -0.621 (C-rich), 0.607, 0.894, 0.803, 0.911, 0.859, 0.804, 0.933, 0.824, 0.978, 0.958, 0.891, 0.933, 0.911, 1.061,  0.953 (2G), -0.911, -0.911, -1, -0.8, -0.71 (C-rich)];
 
[-0.911, -0.911, -1, -0.8, -0.71 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,"2; 
2;
0 (3G)","(1.583, 1.37 (3G));

(1.583, 1.37 (3G));",No similarity to any PQS (3G) from QGRS mapper,,ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008
H19,lung cancer,"PCR, other",,30219045.0,"Also Known As: ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008.Some (older-not checked for PQS) H19 ""other"" ncRNA endogenous virus human endogenous retrovirus H clone (partial sequence-MG598802.1) with note - non-coding HERV-H transcript, was also there in result.",3,"NR_002196.2, NR_131223.1, NR_131224.1","38,37,12","27,26,11","9,9,1","2,2,0",REVIEWED,"32 (24 - 2G, 8 - C-rich); 
32 (24 - 2G, 8 - C-rich); 
5 (C-rich)","[1.305, 0.837, 0.962, 0.882, 0.891, 0.93, 0.833, 0.934 (2G), -0.911, -0.911, -0.957, -0.621, (C-rich), 0.607, 0.894, 0.803, 0.911, 0.859, 0.804, 0.933, 0.824, 0.978, 0.958, 0.891, 0.933, 0.911, 1.061,  0.953 (2G), -0.911, -0.911, -1, -0.8, -0.71 (C-rich)]; 

[1.305, 0.837, 0.962, 0.882, 0.891, 0.93, 0.833, 0.934 (2G), -0.911, -0.911, -0.957, -0.621 (C-rich), 0.607, 0.894, 0.803, 0.911, 0.859, 0.804, 0.933, 0.824, 0.978, 0.958, 0.891, 0.933, 0.911, 1.061,  0.953 (2G), -0.911, -0.911, -1, -0.8, -0.71 (C-rich)];
 
[-0.911, -0.911, -1, -0.8, -0.71 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,"2; 
2;
0 (3G)","(1.583, 1.37 (3G));

(1.583, 1.37 (3G));",No similarity to any PQS (3G) from QGRS mapper,,ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008
H19,non small cell lung cancer,"qPCR, Western blo, Luciferase reporter assay, other",up-regulated,30214583.0,"Also Known As: ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008.Some (older-not checked for PQS) H19 ""other"" ncRNA endogenous virus human endogenous retrovirus H clone (partial sequence-MG598802.1) with note - non-coding HERV-H transcript, was also there in result.",3,"NR_002196.2, NR_131223.1, NR_131224.1","38,37,12","27,26,11","9,9,1","2,2,0",REVIEWED,"32 (24 - 2G, 8 - C-rich); 
32 (24 - 2G, 8 - C-rich); 
5 (C-rich)","[1.305, 0.837, 0.962, 0.882, 0.891, 0.93, 0.833, 0.934 (2G), -0.911, -0.911, -0.957, -0.621, (C-rich), 0.607, 0.894, 0.803, 0.911, 0.859, 0.804, 0.933, 0.824, 0.978, 0.958, 0.891, 0.933, 0.911, 1.061,  0.953 (2G), -0.911, -0.911, -1, -0.8, -0.71 (C-rich)]; 

[1.305, 0.837, 0.962, 0.882, 0.891, 0.93, 0.833, 0.934 (2G), -0.911, -0.911, -0.957, -0.621 (C-rich), 0.607, 0.894, 0.803, 0.911, 0.859, 0.804, 0.933, 0.824, 0.978, 0.958, 0.891, 0.933, 0.911, 1.061,  0.953 (2G), -0.911, -0.911, -1, -0.8, -0.71 (C-rich)];
 
[-0.911, -0.911, -1, -0.8, -0.71 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,"2; 
2;
0 (3G)","(1.583, 1.37 (3G));

(1.583, 1.37 (3G));",No similarity to any PQS (3G) from QGRS mapper,,ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008
H19,non small cell lung cancer,"qPCR, other",,31424642.0,"Also Known As: ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008.Some (older-not checked for PQS) H19 ""other"" ncRNA endogenous virus human endogenous retrovirus H clone (partial sequence-MG598802.1) with note - non-coding HERV-H transcript, was also there in result.",3,"NR_002196.2, NR_131223.1, NR_131224.1","38,37,12","27,26,11","9,9,1","2,2,0",REVIEWED,"32 (24 - 2G, 8 - C-rich); 
32 (24 - 2G, 8 - C-rich); 
5 (C-rich)","[1.305, 0.837, 0.962, 0.882, 0.891, 0.93, 0.833, 0.934 (2G), -0.911, -0.911, -0.957, -0.621, (C-rich), 0.607, 0.894, 0.803, 0.911, 0.859, 0.804, 0.933, 0.824, 0.978, 0.958, 0.891, 0.933, 0.911, 1.061,  0.953 (2G), -0.911, -0.911, -1, -0.8, -0.71 (C-rich)]; 

[1.305, 0.837, 0.962, 0.882, 0.891, 0.93, 0.833, 0.934 (2G), -0.911, -0.911, -0.957, -0.621 (C-rich), 0.607, 0.894, 0.803, 0.911, 0.859, 0.804, 0.933, 0.824, 0.978, 0.958, 0.891, 0.933, 0.911, 1.061,  0.953 (2G), -0.911, -0.911, -1, -0.8, -0.71 (C-rich)];
 
[-0.911, -0.911, -1, -0.8, -0.71 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,"2; 
2;
0 (3G)","(1.583, 1.37 (3G));

(1.583, 1.37 (3G));",No similarity to any PQS (3G) from QGRS mapper,,ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008
H19,non small cell lung cancer,"qPCR, Western blot, in vitro knockdown, RIP, etc.",up-regulated,30542738.0,"Also Known As: ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008.Some (older-not checked for PQS) H19 ""other"" ncRNA endogenous virus human endogenous retrovirus H clone (partial sequence-MG598802.1) with note - non-coding HERV-H transcript, was also there in result.",3,"NR_002196.2, NR_131223.1, NR_131224.1","38,37,12","27,26,11","9,9,1","2,2,0",REVIEWED,"32 (24 - 2G, 8 - C-rich); 
32 (24 - 2G, 8 - C-rich); 
5 (C-rich)","[1.305, 0.837, 0.962, 0.882, 0.891, 0.93, 0.833, 0.934 (2G), -0.911, -0.911, -0.957, -0.621, (C-rich), 0.607, 0.894, 0.803, 0.911, 0.859, 0.804, 0.933, 0.824, 0.978, 0.958, 0.891, 0.933, 0.911, 1.061,  0.953 (2G), -0.911, -0.911, -1, -0.8, -0.71 (C-rich)]; 

[1.305, 0.837, 0.962, 0.882, 0.891, 0.93, 0.833, 0.934 (2G), -0.911, -0.911, -0.957, -0.621 (C-rich), 0.607, 0.894, 0.803, 0.911, 0.859, 0.804, 0.933, 0.824, 0.978, 0.958, 0.891, 0.933, 0.911, 1.061,  0.953 (2G), -0.911, -0.911, -1, -0.8, -0.71 (C-rich)];
 
[-0.911, -0.911, -1, -0.8, -0.71 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,"2; 
2;
0 (3G)","(1.583, 1.37 (3G));

(1.583, 1.37 (3G));",No similarity to any PQS (3G) from QGRS mapper,,ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008
H19,lung adenocarcinoma,"qPCR, Western blot, in vitro knockdown, etc.",up-regulated,31503013.0,"Also Known As: ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008.Some (older-not checked for PQS) H19 ""other"" ncRNA endogenous virus human endogenous retrovirus H clone (partial sequence-MG598802.1) with note - non-coding HERV-H transcript, was also there in result.",3,"NR_002196.2, NR_131223.1, NR_131224.1","38,37,12","27,26,11","9,9,1","2,2,0",REVIEWED,"32 (24 - 2G, 8 - C-rich); 
32 (24 - 2G, 8 - C-rich); 
5 (C-rich)","[1.305, 0.837, 0.962, 0.882, 0.891, 0.93, 0.833, 0.934 (2G), -0.911, -0.911, -0.957, -0.621, (C-rich), 0.607, 0.894, 0.803, 0.911, 0.859, 0.804, 0.933, 0.824, 0.978, 0.958, 0.891, 0.933, 0.911, 1.061,  0.953 (2G), -0.911, -0.911, -1, -0.8, -0.71 (C-rich)]; 

[1.305, 0.837, 0.962, 0.882, 0.891, 0.93, 0.833, 0.934 (2G), -0.911, -0.911, -0.957, -0.621 (C-rich), 0.607, 0.894, 0.803, 0.911, 0.859, 0.804, 0.933, 0.824, 0.978, 0.958, 0.891, 0.933, 0.911, 1.061,  0.953 (2G), -0.911, -0.911, -1, -0.8, -0.71 (C-rich)];
 
[-0.911, -0.911, -1, -0.8, -0.71 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,"2; 
2;
0 (3G)","(1.583, 1.37 (3G));

(1.583, 1.37 (3G));",No similarity to any PQS (3G) from QGRS mapper,,ASM; BWS; WT2; ASM1; D11S813E; MIR675HG; LINC00008; NCRNA00008
