LncRNA name,Cancer name,Methods,Expression pattern,Pubmed ID,Remarks,No. of Lnc Transcript variants,NCBI Reference Number,Total No. of PQS,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS,RefSeq status,aka,"G4 Hunter, thres:0.9 TOTAL PQS","G4 Hunter, thres:0.9 2G PQS","G4 Hunter, thres:0.9 3G PQS","G4 Hunter, thres:0.9 4G PQS","G4 Hunter, thres:1.4 TOTAL PQS","G4 Hunter, thres:1.4 2G PQS","G4 Hunter, thres:1.4 3G PQS","G4 Hunter, thres:1.4 4G PQS"
HOTAIR,Nasopharyngeal Cancer,"qPCR, Western blotting etc.",up-regulated,29228426.0,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072

Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18, 17, 16,","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072,"10,9,11","10,9,11","0,0,0","0,0,0","1,1,2","1,1,2","0,0,0","0,0,0"
HOTAIR,Nasopharyngeal Cancer,"qPCR, RNAi, Western blot, Luciferase reporter assay, Flow cytometry assay etc.",up-regulated,26717040.0,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072

Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18, 17, 16,","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072,"10,9,11","10,9,11","0,0,0","0,0,0","1,1,2","1,1,2","0,0,0","0,0,0"
HOTAIR,Nasopharyngeal Cancer,"qPCR, ISH etc.",up-regulated,23281836.0,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072

Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18, 17, 16,","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072,"10,9,11","10,9,11","0,0,0","0,0,0","1,1,2","1,1,2","0,0,0","0,0,0"
HOTAIR,Oral Squamous Cell Carcinoma,"qPCR, RNAi, Western blot, Flow cytometry assay, Cell proliferation assay etc.",up-regulated,27904675.0,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072

Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18, 17, 16,","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072,"10,9,11","10,9,11","0,0,0","0,0,0","1,1,2","1,1,2","0,0,0","0,0,0"
HOTAIR,Oral Squamous Cell Carcinoma,"qPCR, RNAi, MTT assay etc.",up-regulated,26036760.0,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072

Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18, 17, 16,","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072,"10,9,11","10,9,11","0,0,0","0,0,0","1,1,2","1,1,2","0,0,0","0,0,0"
HOTAIR,Head And Neck Squamous Cell Carcinoma,"qPCR, Western blot, Flow cytometry assay etc.",differential expression,26592246.0,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072

Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18, 17, 16,","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072,"10,9,11","10,9,11","0,0,0","0,0,0","1,1,2","1,1,2","0,0,0","0,0,0"
HOTAIR,Laryngeal Squamous Cell Cancer,qPCR etc.,up-regulated,25257554.0,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072

Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18, 17, 16,","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072,"10,9,11","10,9,11","0,0,0","0,0,0","1,1,2","1,1,2","0,0,0","0,0,0"
HOTAIR,Laryngeal Squamous Cell Cancer,"qPCR, in vitro knockdown etc.",up-regulated,23141928.0,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072

Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18, 17, 16,","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072,"10,9,11","10,9,11","0,0,0","0,0,0","1,1,2","1,1,2","0,0,0","0,0,0"
HOTAIR,Oral Squamous Cell Carcinoma,qPCR etc.,up-regulated,23292713.0,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072

Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18, 17, 16,","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072,"10,9,11","10,9,11","0,0,0","0,0,0","1,1,2","1,1,2","0,0,0","0,0,0"
HOTAIR,Head And Neck Squamous Cell Carcinoma,"qPCR, RNAi, Western blot, RIP, Luciferase reporter assay, Cell migration and invasion assay etc.",up-regulated,27941336.0,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072

Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18, 17, 16,","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072,"10,9,11","10,9,11","0,0,0","0,0,0","1,1,2","1,1,2","0,0,0","0,0,0"
HOTAIR,Head And Neck Squamous Cell Carcinoma,"in vitro knockdown, Luciferase reporter assay, qPCR, Western blot, RNA-seq etc.",up-regulated,29540490.0,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072

Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18, 17, 16,","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072,"10,9,11","10,9,11","0,0,0","0,0,0","1,1,2","1,1,2","0,0,0","0,0,0"
HOTAIR,Laryngeal Squamous Cell Cancer,"qPCR, RNAi, Western blot, Cell proliferation assay etc.",up-regulated,27542077.0,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072

Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18, 17, 16,","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072,"10,9,11","10,9,11","0,0,0","0,0,0","1,1,2","1,1,2","0,0,0","0,0,0"
HOTAIR,Oral Squamous Cell Carcinoma,"qPCR, RNAi, Western blot etc.",up-regulated,25901533.0,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072

Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18, 17, 16,","17,16,15","1,1,1","0,0,0",REVIEWED,HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072,"10,9,11","10,9,11","0,0,0","0,0,0","1,1,2","1,1,2","0,0,0","0,0,0"
HOTAIRM1,Head And Neck Cancer,"qPCR, Western blot, Luciferase reporter assay",down-regulated,29905017.0,"Also Known As: HOXA-AS1; HOXA1-AS1; NCRNA00179

Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIRM1 (HOTAIRM1 gene) and; HOXA cluster antisense intergenic RNA myeloid 1 antisense RNA (HOTAIRM1); ""antisense RNA"" ncRNA (TPA: HG975399.1; complete sequence-GQ479958.1 respectively) were also there in result.",2,"NR_038366.1, NR_038367.1","7, 5","6,4","1,1","0,0",REVIEWED,HOXA-AS1; HOXA1-AS1; NCRNA00179,"3,2","2,1","1,1","0,0","3,2","3,2","0,0","0,0"
HOTAIRM1,Head And Neck Cancer,"qPCR, Western blot, etc.",down-regulated,29905017.0,"Also Known As: HOXA-AS1; HOXA1-AS1; NCRNA00179

Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIRM1 (HOTAIRM1 gene) and; HOXA cluster antisense intergenic RNA myeloid 1 antisense RNA (HOTAIRM1); ""antisense RNA"" ncRNA (TPA: HG975399.1; complete sequence-GQ479958.1 respectively) were also there in result.",2,"NR_038366.1, NR_038367.1","7, 5","6,4","1,1","0,0",REVIEWED,HOXA-AS1; HOXA1-AS1; NCRNA00179,"3,2","2,1","1,1","0,0","3,2","3,2","0,0","0,0"
HOTTIP,Oral Tongue Squamous Cell Carcinoma,"qRT-PCR, Dual luciferase reporter assay, Western blot assay",up-regulated,31910357.0,"Also Known As: HOXA-AS6; HOXA13-AS1; NCRNA00213

Some (older-not checked for PQS) HoxA transcript at the distal tip RNA antisense RNA (HOTTIP) ""antisense RNA"" ncRNA (complete sequence - GU724873.1) was also there in result.",1,NR_037843.3,40,37,3,0,REVIEWED,HOXA-AS6; HOXA13-AS1; NCRNA00213,27,26,1,0,4,3,1,0
HOTTIP,Head And Neck Squamous Cell Carcinoma,qRT-PCR etc.,up-regulated,31032351.0,"Also Known As: HOXA-AS6; HOXA13-AS1; NCRNA00213

Some (older-not checked for PQS) HoxA transcript at the distal tip RNA antisense RNA (HOTTIP) ""antisense RNA"" ncRNA (complete sequence - GU724873.1) was also there in result.",1,NR_037843.3,40,37,3,0,REVIEWED,HOXA-AS6; HOXA13-AS1; NCRNA00213,27,26,1,0,4,3,1,0
HOTTIP,Nasopharyngeal Cancer,"qPCR, Luciferase reporter assay, in vitro knockdown, etc.",up-regulated,30685769.0,"Also Known As: HOXA-AS6; HOXA13-AS1; NCRNA00213

Some (older-not checked for PQS) HoxA transcript at the distal tip RNA antisense RNA (HOTTIP) ""antisense RNA"" ncRNA (complete sequence - GU724873.1) was also there in result.",1,NR_037843.3,40,37,3,0,REVIEWED,HOXA-AS6; HOXA13-AS1; NCRNA00213,27,26,1,0,4,3,1,0
HOTTIP,Laryngeal Cancer,"qPCR, Western blot, Luciferase reporter assay",down-regulated,31328440.0,"Also Known As: HOXA-AS6; HOXA13-AS1; NCRNA00213

Some (older-not checked for PQS) HoxA transcript at the distal tip RNA antisense RNA (HOTTIP) ""antisense RNA"" ncRNA (complete sequence - GU724873.1) was also there in result.",1,NR_037843.3,40,37,3,0,REVIEWED,HOXA-AS6; HOXA13-AS1; NCRNA00213,27,26,1,0,4,3,1,0
HOTTIP,Tongue Squamous Cell Carcinoma,qPCR etc.,up-regulated,26058875.0,"Also Known As: HOXA-AS6; HOXA13-AS1; NCRNA00213

Some (older-not checked for PQS) HoxA transcript at the distal tip RNA antisense RNA (HOTTIP) ""antisense RNA"" ncRNA (complete sequence - GU724873.1) was also there in result.",1,NR_037843.3,40,37,3,0,REVIEWED,HOXA-AS6; HOXA13-AS1; NCRNA00213,27,26,1,0,4,3,1,0
HOXA11-AS,Hypopharyngeal Squamous Cell Carcinoma,qRT-PCR,up-regulated,31987067.0,Also Known As: HOXA11S; HOXA-AS5; HOXA11AS; HOXA11-AS1; NCRNA00076,1,NR_002795.2,18,16,2,0,REVIEWED,HOXA11S; HOXA-AS5; HOXA11AS; HOXA11-AS1; NCRNA00076,6,5,1,0,0,0,0,0
HOXA11-AS,Oral Squamous Cell Carcinoma,"qRT-PCR, Western blot, RIP",up-regulated,31731187.0,Also Known As: HOXA11S; HOXA-AS5; HOXA11AS; HOXA11-AS1; NCRNA00076,1,NR_002795.2,18,16,2,0,REVIEWED,HOXA11S; HOXA-AS5; HOXA11AS; HOXA11-AS1; NCRNA00076,6,5,1,0,0,0,0,0
HOXA11-AS,Oral Squamous Cell Carcinoma,"qRT-PCR, Western blot analysis etc.",up-regulated,31139017.0,Also Known As: HOXA11S; HOXA-AS5; HOXA11AS; HOXA11-AS1; NCRNA00076,1,NR_002795.2,18,16,2,0,REVIEWED,HOXA11S; HOXA-AS5; HOXA11AS; HOXA11-AS1; NCRNA00076,6,5,1,0,0,0,0,0
HOXA11-AS,Oral Squamous Cell Carcinoma,"qPCR, Luciferase reporter assay",up-regulated,31275988.0,Also Known As: HOXA11S; HOXA-AS5; HOXA11AS; HOXA11-AS1; NCRNA00076,1,NR_002795.2,18,16,2,0,REVIEWED,HOXA11S; HOXA-AS5; HOXA11AS; HOXA11-AS1; NCRNA00076,6,5,1,0,0,0,0,0
HOXA11-AS,Laryngeal Squamous Cell Cancer,"Microarray, qPCR, in vitro knockdown",up-regulated,29511452.0,Also Known As: HOXA11S; HOXA-AS5; HOXA11AS; HOXA11-AS1; NCRNA00076,1,NR_002795.2,18,16,2,0,REVIEWED,HOXA11S; HOXA-AS5; HOXA11AS; HOXA11-AS1; NCRNA00076,6,5,1,0,0,0,0,0
HULC,Oral Squamous Cell Carcinoma,"qPCR, Western blot, RNAi, other",up-regulated,30419657.0,"Also Known As: HCCAT1; LINC00078; NCRNA00078

Some (older-not checked for PQS) Long non-coding RNA HULC (HULC gene) ""lncRNA"" ncRNA (TPA: HG975403.1) was also there in result.",1,NR_004855.2,1,1,0,0,REVIEWED,HCCAT1; LINC00078; NCRNA00078,0,0,0,0,0,0,0,0
HULC,Oral Squamous Cell Carcinoma,"qPCR, Western blot, in vitro knockdown, etc.",up-regulated,30677131.0,"Also Known As: HCCAT1; LINC00078; NCRNA00078

Some (older-not checked for PQS) Long non-coding RNA HULC (HULC gene) ""lncRNA"" ncRNA (TPA: HG975403.1) was also there in result.",1,NR_004855.2,1,1,0,0,REVIEWED,HCCAT1; LINC00078; NCRNA00078,0,0,0,0,0,0,0,0
HULC,Nasopharyngeal Cancer,"qPCR, Western blot etc.",up-regulated,28445086.0,"Also Known As: HCCAT1; LINC00078; NCRNA00078

Some (older-not checked for PQS) Long non-coding RNA HULC (HULC gene) ""lncRNA"" ncRNA (TPA: HG975403.1) was also there in result.",1,NR_004855.2,1,1,0,0,REVIEWED,HCCAT1; LINC00078; NCRNA00078,0,0,0,0,0,0,0,0
INHBA-AS1,Oral Squamous Cell Carcinoma,RT-qPCR,up-regulated,32141551.0,,2,"NR_027118.2, NR_027119.2","21,7","20,7","1,0","0,0",VALIDATED,INHBA antisense RNA 1;INHBA antisense RNA 1 (non-protein coding);INHBA-AS1;NONHSAG047432.2;HSALNG0057479;NONHSAG047433.2,"8,0","8,0","0,0","0,0","2,0","2,0","0,0","0,0"
KCNQ1OT1,Oral Squamous Cell Carcinoma,"qRT-PCR, Western blot",up-regulated,31755091.0,"Also Known As: LIT1; Kncq1; KvDMR1; KCNQ10T1; KCNQ1-AS2; KvLQT1-AS; NCRNA00012

Some (older-not checked for PQS) Long non-coding sense-intronic RNA Kcnq1ot1 (Kncq1 gene) ""lncRNA"" ncRNA (TPA: HG975405.1) was also there in result.",1,NR_002728.3,581,538,41,2,REVIEWED,LIT1; Kncq1; KvDMR1; KCNQ10T1; KCNQ1-AS2; KvLQT1-AS; NCRNA00012,231,209,22,0,65,53,12,0
KCNQ1OT1,Tongue Squamous Cell Carcinoma,"Microarray, qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP",up-regulated,29970910.0,"Also Known As: LIT1; Kncq1; KvDMR1; KCNQ10T1; KCNQ1-AS2; KvLQT1-AS; NCRNA00012

Some (older-not checked for PQS) Long non-coding sense-intronic RNA Kcnq1ot1 (Kncq1 gene) ""lncRNA"" ncRNA (TPA: HG975405.1) was also there in result.",1,NR_002728.3,581,538,41,2,REVIEWED,LIT1; Kncq1; KvDMR1; KCNQ10T1; KCNQ1-AS2; KvLQT1-AS; NCRNA00012,231,209,22,0,65,53,12,0
KCNQ1OT1,Tongue Squamous Cell Carcinoma,"qRT-PCR, Western blot analysis, Dual Luciferase Reporter Assays, RIP",up-regulated,31957833.0,"Also Known As: LIT1; Kncq1; KvDMR1; KCNQ10T1; KCNQ1-AS2; KvLQT1-AS; NCRNA00012

Some (older-not checked for PQS) Long non-coding sense-intronic RNA Kcnq1ot1 (Kncq1 gene) ""lncRNA"" ncRNA (TPA: HG975405.1) was also there in result.",1,NR_002728.3,581,538,41,2,REVIEWED,LIT1; Kncq1; KvDMR1; KCNQ10T1; KCNQ1-AS2; KvLQT1-AS; NCRNA00012,231,209,22,0,65,53,12,0
KCNQ1OT1,Hypopharyngeal Squamous Cell Carcinoma,"Microarray, qPCR, Western blot, Cell proliferation assay, Luciferase reporter assay, RIP, etc.",up-regulated,29970910.0,"Also Known As: LIT1; Kncq1; KvDMR1; KCNQ10T1; KCNQ1-AS2; KvLQT1-AS; NCRNA00012

Some (older-not checked for PQS) Long non-coding sense-intronic RNA Kcnq1ot1 (Kncq1 gene) ""lncRNA"" ncRNA (TPA: HG975405.1) was also there in result.",1,NR_002728.3,581,538,41,2,REVIEWED,LIT1; Kncq1; KvDMR1; KCNQ10T1; KCNQ1-AS2; KvLQT1-AS; NCRNA00012,231,209,22,0,65,53,12,0
KTN1-AS1,Head And Neck Squamous Cell Carcinoma,"qPCR, Western blot, Luciferase reporter assay,   etc",up-regulated,32267161.0,"Also known as: C14orf33, MYCLo-3",1,NR_027123.1,7,7,0,0,VALIDATED,MYCLo-3; C14orf33,4,4,0,0,0,0,0,0
LEF1-AS1,Oral Squamous Cell Carcinoma,"qRT-PCR , Western blot , in vitro knockdown etc.",up-regulated,30983488.0,Also Known As: LEF1NAT,2,"NR_029373.1, NR_029374.1","19, 9","17,9","2,0","0,0",VALIDATED,LEF1NAT,"15,3","14,3","1,0","0,0","1,0","1,0","0,0","0,0"
LINC-PINT,Laryngeal Cancer,"qRT-PCR, Western blot analysis etc.",down-regulated,31131448.0,"Also Known As: PINT; MKLN1-AS1; LincRNA-Pint

Some (older-not checked for PQS) Linc-pint lncRNA ""lncRNA"" ncRNA (partial sequence - MG322760.1) was also there in result.",13,"NR_015431.2, NR_024153.2, NR_109850.1, NR_109851.1, NR_109852.1, NR_109853.1, NR_109854.1, NR_109855.1, NR_034120.1, NR_110472.1, NR_110473.1, NR_170175.1, NR_170176.1","19, 8, 21, 19, 19, 15, 15, 15, 9, 8, 3, 23, 21","16,7,18,16,0,13,13,13,9,8,3,21,19","3,1,3,3,0,2,2,2,0,0,0,2,2","0,0,0,0,0,0,0,0,0,0,0,0,0",VALIDATED,PINT; MKLN1-AS1; LincRNA-Pint,,,,,,,,
"LINC-POU3F3",Nasopharyngeal Cancer,"qPCR, Western blot, in vitro knockdown, etc.",up-regulated,30602452.0,Also Known As: PANTRI1; LINC01158; linc-Brn1a; linc-POU3F3,4 (PANTRI1),"PANTRI1 (NR_037883.1, NR_131233.1, NR_131234.1, NR_131235.1)","13, 5, 5, 6 (PANTRI1)","12,5,6,6","1,0,0,0","0,0,0,0",VALIDATED (PANTRI1),LINC01158; linc-Brn1a; linc-POU3F3; PANTRI1,"2,0,0,0","2,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
LINC-ROR,Oral Cancer,qPCR,up-regulated,28443494.0,"Also Known As: ROR; lincRNA-RoR; lincRNA-ST8SIA3

Some (older) transcribed RNA, LINC-ROR variants (2-14; variant 1 not available in NCBI-NT) ""other"" ncRNA (complete sequence - _____, AB844430.1, AB844431.1, AB844432.1, AB844433.1, AB908956.1, AB932951.1, LC027885.1, LC027886.1, LC027887.1, LC027888.1, LC027889.1, LC027890.1 and LC027884.1 respectively) with PQS-___, 3, 1, 0, 0, 4, 1, 4, 13, 7, 8, 7, 2, 2 respectively were also there in result.

Sequence not available for 1st variant (older).",2,"NR_048536.2, NR_152602.1","15, 13","15,13","0,0","0,0",REVIEWED,ROR; lincRNA-RoR; lincRNA-ST8SIA3,"5,5","5,5","0,0","0,0","0,0","0,0","0,0","0,0"
LINC-ROR,Nasopharyngeal Cancer,"qPCR, RNAi, Western blot, Flow cytometry assay etc.",up-regulated,27311700.0,"Also Known As: ROR; lincRNA-RoR; lincRNA-ST8SIA3

Some (older) transcribed RNA, LINC-ROR variants (2-14; variant 1 not available in NCBI-NT) ""other"" ncRNA (complete sequence - _____, AB844430.1, AB844431.1, AB844432.1, AB844433.1, AB908956.1, AB932951.1, LC027885.1, LC027886.1, LC027887.1, LC027888.1, LC027889.1, LC027890.1 and LC027884.1 respectively) with PQS-___, 3, 1, 0, 0, 4, 1, 4, 13, 7, 8, 7, 2, 2 respectively were also there in result.

Sequence not available for 1st variant (older).",2,"NR_048536.2, NR_152602.1","15, 13","15,13","0,0","0,0",REVIEWED,ROR; lincRNA-RoR; lincRNA-ST8SIA3,"5,5","5,5","0,0","0,0","0,0","0,0","0,0","0,0"
LINC-ROR,Nasopharyngeal Cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, etc.",up-regulated,30601067.0,"Also Known As: ROR; lincRNA-RoR; lincRNA-ST8SIA3

Some (older) transcribed RNA, LINC-ROR variants (2-14; variant 1 not available in NCBI-NT) ""other"" ncRNA (complete sequence - _____, AB844430.1, AB844431.1, AB844432.1, AB844433.1, AB908956.1, AB932951.1, LC027885.1, LC027886.1, LC027887.1, LC027888.1, LC027889.1, LC027890.1 and LC027884.1 respectively) with PQS-___, 3, 1, 0, 0, 4, 1, 4, 13, 7, 8, 7, 2, 2 respectively were also there in result.

Sequence not available for 1st variant (older).",2,"NR_048536.2, NR_152602.1","15, 13","15,13","0,0","0,0",REVIEWED,ROR; lincRNA-RoR; lincRNA-ST8SIA3,"5,5","5,5","0,0","0,0","0,0","0,0","0,0","0,0"
LINC00052,Tongue Squamous Cell Carcinoma,RNA-seq,differential expression,30755833.0,Also known as: TMEM83; NCRNA00052,1,NR_026869.1,5,5,0,0,VALIDATED,TMEM83; NCRNA00052,5,5,0,0,0,0,0,0
LINC00052,Head And Neck Squamous Cell Carcinoma,"qPCR, Western blot, Luciferase reporter assay, RIP",up-regulated,31639333.0,Also known as: TMEM83; NCRNA00052,1,NR_026869.1,5,5,0,0,VALIDATED,TMEM83; NCRNA00052,5,5,0,0,0,0,0,0
LINC00114,Nasopharyngeal Cancer,"qPCR, Western blot, luciferase reporter assay etc",up-regulated,32196600.0,Also Known As: C21orf24; NCRNA00114,2,"NR_027065.2, NR_027066.2","4, 3","4,3","0,0","0,0",VALIDATED,C21orf24; NCRNA00114,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
LINC00114,Nasopharyngeal Cancer,"Microarray, qPCR etc.",up-regulated,27886062.0,Also Known As: C21orf24; NCRNA00114,2,"NR_027065.2, NR_027066.2","4, 3","4,3","0,0","0,0",VALIDATED,C21orf24; NCRNA00114,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
LINC00152,Laryngeal Squamous Cell Cancer,"qPCR, Luciferase reporter assay etc",up-regulated,32266320.0,Also Known As: C2orf59; LINC00152; NCRNA00152,5,"NR_024204.2, NR_024205.3, NR_024206.2, NR_146460.1, NR_146461.1","4, 6, 4, 4, 3","4,6,4,4,3","0,0,0,0,0","0,0,0,0,0",REVIEWED,C2orf59; LINC00152; NCRNA00152,"1,3,1,0,1","1,3,1,0,1","0,0,0,0,0","0,0,0,0,0","0,0,0,0,0","0,0,0,0,0","0,0,0,0,0","0,0,0,0,0"
LINC00152,Tongue Squamous Cell Carcinoma,"qPCR, Western blot, Luciferase reporter assay etc",up-regulated,32194700.0,Also Known As: C2orf59; LINC00152; NCRNA00152,5,"NR_024204.2, NR_024205.3, NR_024206.2, NR_146460.1, NR_146461.1","4, 6, 4, 4, 3","4,6,4,4,3","0,0,0,0,0","0,0,0,0,0",REVIEWED,C2orf59; LINC00152; NCRNA00152,"1,3,1,0,1","1,3,1,0,1","0,0,0,0,0","0,0,0,0,0","0,0,0,0,0","0,0,0,0,0","0,0,0,0,0","0,0,0,0,0"
