LncRNA name,Cancer name,Methods,Expression pattern,Pubmed ID,Remarks,No. of Transcript variants,NCBI Reference Number,Total No. of PQS,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS,RefSeq status,Total No. of PQS.1,G4Hunter Scores of PQS,Similarity between PQS from QGRS mapper vs PQS from G4 hunter,Total No. of PQS.2,G4Hunter Scores of PQS.1,Similarity between PQS from QGRS mapper vs PQS from G4 hunter.1,aka
TUG1,prostate cancer,"qPCR, Western blot etc.",up-regulated,32256083.0,Also Known As: TI-227H; LINC00080; NCRNA00080,8,"NR_110492.1, NR_110493.1, NR_002323.2, NR_152867.1, NR_152868.1, NR_152869.1, NR_152870.1, NR_152871.1","35, 34, 34, 12, 12, 34, 34, 35","31, 30, 30, 12, 12, 30, 30, 31","4, 4, 4, 0, 0, 4, 4, 4","0, 0, 0, 0, 0, 0, 0, 0",REVIEWED,"8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
3 (1 - 2G, 2 - C-rich), 
3 (1 - 2G, 2 - C-rich),
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich)","[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933 (2G);  -0.875, -0.918 (C-rich)];
[0.933 (2G);  -0.875, -0.918 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)]",Some PQS from QGRS mapper is similar to / a part of PQS (2G) from G4 hunter,"5 (3G);
5 (3G);
5 (3G);
0;
0;
5 (3G);
5 (3G);
5 (3G)  ","[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
0; 
0; 
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)]
","PQS 1 (3G) from QGRS mapper is similar to / a part of PQS 1, 2, 3 (3G) from G4 hunter

PQS 1  and 2 (3G) from G4 Hunter has a left frame-shift as compared to PQS 1 (3G) from QGRS mapper. PQS 3 (3G) from G4 Hunter has a right frame-shift as compared to PQS 1  from QGRS mapper.

PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 4, 5 (3G) from G4 hunter

PQS 4 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper. PQS 5 (3G) from G4 Hunter has a right frame-shift as compared to PQS 2  from QGRS mapper.

By looking at  PQS 1, 2, 3 (3G) from G4 hunter, it appears that at a time only 1 GQ can be formed as all three PQS have few common G-tracts due to overlap amongst all of these PQS.

By looking at  PQS 4, 5 (3G) from G4 hunter, it appears that at a time only 1 GQ can be formed as both PQS have few common G-tracts due to overlap amongst both of these PQS.",taurine up-regulated 1;FLJ20618;NCRNA00080;LINC00080;non-protein coding RNA 80;long intergenic non-protein coding RNA 80;taurine upregulated 1 (non-protein coding);taurine up-regulated 1 (non-protein coding);TI-227H;taurine upregulated gene 1;TUG1;HSALNG0134930;NONHSAG033691.2;Taurine up-regulated 1
TUG1,prostate cancer,"qPCR, Western blot",up-regulated,30964164.0,Also Known As: TI-227H; LINC00080; NCRNA00080,8,"NR_110492.1, NR_110493.1, NR_002323.2, NR_152867.1, NR_152868.1, NR_152869.1, NR_152870.1, NR_152871.1","35, 34, 34, 12, 12, 34, 34, 35","31, 30, 30, 12, 12, 30, 30, 31","4, 4, 4, 0, 0, 4, 4, 4","0, 0, 0, 0, 0, 0, 0, 0",REVIEWED,"8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
3 (1 - 2G, 2 - C-rich), 
3 (1 - 2G, 2 - C-rich),
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich)","[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933 (2G);  -0.875, -0.918 (C-rich)];
[0.933 (2G);  -0.875, -0.918 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)]",Some PQS from QGRS mapper is similar to / a part of PQS (2G) from G4 hunter,"5 (3G);
5 (3G);
5 (3G);
0;
0;
5 (3G);
5 (3G);
5 (3G)  ","[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
0; 
0; 
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)]
","PQS 1 (3G) from QGRS mapper is similar to / a part of PQS 1, 2, 3 (3G) from G4 hunter

PQS 1  and 2 (3G) from G4 Hunter has a left frame-shift as compared to PQS 1 (3G) from QGRS mapper. PQS 3 (3G) from G4 Hunter has a right frame-shift as compared to PQS 1  from QGRS mapper.

PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 4, 5 (3G) from G4 hunter

PQS 4 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper. PQS 5 (3G) from G4 Hunter has a right frame-shift as compared to PQS 2  from QGRS mapper.

By looking at  PQS 1, 2, 3 (3G) from G4 hunter, it appears that at a time only 1 GQ can be formed as all three PQS have few common G-tracts due to overlap amongst all of these PQS.

By looking at  PQS 4, 5 (3G) from G4 hunter, it appears that at a time only 1 GQ can be formed as both PQS have few common G-tracts due to overlap amongst both of these PQS.",taurine up-regulated 1;FLJ20618;NCRNA00080;LINC00080;non-protein coding RNA 80;long intergenic non-protein coding RNA 80;taurine upregulated 1 (non-protein coding);taurine up-regulated 1 (non-protein coding);TI-227H;taurine upregulated gene 1;TUG1;HSALNG0134930;NONHSAG033691.2;Taurine up-regulated 1
TUG1,prostate cancer,qPCR,up-regulated,31210308.0,Also Known As: TI-227H; LINC00080; NCRNA00080,8,"NR_110492.1, NR_110493.1, NR_002323.2, NR_152867.1, NR_152868.1, NR_152869.1, NR_152870.1, NR_152871.1","35, 34, 34, 12, 12, 34, 34, 35","31, 30, 30, 12, 12, 30, 30, 31","4, 4, 4, 0, 0, 4, 4, 4","0, 0, 0, 0, 0, 0, 0, 0",REVIEWED,"8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
3 (1 - 2G, 2 - C-rich), 
3 (1 - 2G, 2 - C-rich),
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich)","[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933 (2G);  -0.875, -0.918 (C-rich)];
[0.933 (2G);  -0.875, -0.918 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)]",Some PQS from QGRS mapper is similar to / a part of PQS (2G) from G4 hunter,"5 (3G);
5 (3G);
5 (3G);
0;
0;
5 (3G);
5 (3G);
5 (3G)  ","[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
0; 
0; 
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)]
","PQS 1 (3G) from QGRS mapper is similar to / a part of PQS 1, 2, 3 (3G) from G4 hunter

PQS 1  and 2 (3G) from G4 Hunter has a left frame-shift as compared to PQS 1 (3G) from QGRS mapper. PQS 3 (3G) from G4 Hunter has a right frame-shift as compared to PQS 1  from QGRS mapper.

PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 4, 5 (3G) from G4 hunter

PQS 4 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper. PQS 5 (3G) from G4 Hunter has a right frame-shift as compared to PQS 2  from QGRS mapper.

By looking at  PQS 1, 2, 3 (3G) from G4 hunter, it appears that at a time only 1 GQ can be formed as all three PQS have few common G-tracts due to overlap amongst all of these PQS.

By looking at  PQS 4, 5 (3G) from G4 hunter, it appears that at a time only 1 GQ can be formed as both PQS have few common G-tracts due to overlap amongst both of these PQS.",taurine up-regulated 1;FLJ20618;NCRNA00080;LINC00080;non-protein coding RNA 80;long intergenic non-protein coding RNA 80;taurine upregulated 1 (non-protein coding);taurine up-regulated 1 (non-protein coding);TI-227H;taurine upregulated gene 1;TUG1;HSALNG0134930;NONHSAG033691.2;Taurine up-regulated 1
TUG1,prostate cancer,qPCR,up-regulated,31210296.0,Also Known As: TI-227H; LINC00080; NCRNA00080,8,"NR_110492.1, NR_110493.1, NR_002323.2, NR_152867.1, NR_152868.1, NR_152869.1, NR_152870.1, NR_152871.1","35, 34, 34, 12, 12, 34, 34, 35","31, 30, 30, 12, 12, 30, 30, 31","4, 4, 4, 0, 0, 4, 4, 4","0, 0, 0, 0, 0, 0, 0, 0",REVIEWED,"8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
3 (1 - 2G, 2 - C-rich), 
3 (1 - 2G, 2 - C-rich),
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich)","[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933 (2G);  -0.875, -0.918 (C-rich)];
[0.933 (2G);  -0.875, -0.918 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)]",Some PQS from QGRS mapper is similar to / a part of PQS (2G) from G4 hunter,"5 (3G);
5 (3G);
5 (3G);
0;
0;
5 (3G);
5 (3G);
5 (3G)  ","[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
0; 
0; 
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)]
","PQS 1 (3G) from QGRS mapper is similar to / a part of PQS 1, 2, 3 (3G) from G4 hunter

PQS 1  and 2 (3G) from G4 Hunter has a left frame-shift as compared to PQS 1 (3G) from QGRS mapper. PQS 3 (3G) from G4 Hunter has a right frame-shift as compared to PQS 1  from QGRS mapper.

PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 4, 5 (3G) from G4 hunter

PQS 4 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper. PQS 5 (3G) from G4 Hunter has a right frame-shift as compared to PQS 2  from QGRS mapper.

By looking at  PQS 1, 2, 3 (3G) from G4 hunter, it appears that at a time only 1 GQ can be formed as all three PQS have few common G-tracts due to overlap amongst all of these PQS.

By looking at  PQS 4, 5 (3G) from G4 hunter, it appears that at a time only 1 GQ can be formed as both PQS have few common G-tracts due to overlap amongst both of these PQS.",taurine up-regulated 1;FLJ20618;NCRNA00080;LINC00080;non-protein coding RNA 80;long intergenic non-protein coding RNA 80;taurine upregulated 1 (non-protein coding);taurine up-regulated 1 (non-protein coding);TI-227H;taurine upregulated gene 1;TUG1;HSALNG0134930;NONHSAG033691.2;Taurine up-regulated 1
TUG1,prostate cancer,"qPCR, Western blot, RIP, Dual luciferase reporter assay etc.",up-regulated,26975529.0,Also Known As: TI-227H; LINC00080; NCRNA00080,8,"NR_110492.1, NR_110493.1, NR_002323.2, NR_152867.1, NR_152868.1, NR_152869.1, NR_152870.1, NR_152871.1","35, 34, 34, 12, 12, 34, 34, 35","31, 30, 30, 12, 12, 30, 30, 31","4, 4, 4, 0, 0, 4, 4, 4","0, 0, 0, 0, 0, 0, 0, 0",REVIEWED,"8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
3 (1 - 2G, 2 - C-rich), 
3 (1 - 2G, 2 - C-rich),
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich)","[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933 (2G);  -0.875, -0.918 (C-rich)];
[0.933 (2G);  -0.875, -0.918 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)]",Some PQS from QGRS mapper is similar to / a part of PQS (2G) from G4 hunter,"5 (3G);
5 (3G);
5 (3G);
0;
0;
5 (3G);
5 (3G);
5 (3G)  ","[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
0; 
0; 
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)]
","PQS 1 (3G) from QGRS mapper is similar to / a part of PQS 1, 2, 3 (3G) from G4 hunter

PQS 1  and 2 (3G) from G4 Hunter has a left frame-shift as compared to PQS 1 (3G) from QGRS mapper. PQS 3 (3G) from G4 Hunter has a right frame-shift as compared to PQS 1  from QGRS mapper.

PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 4, 5 (3G) from G4 hunter

PQS 4 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper. PQS 5 (3G) from G4 Hunter has a right frame-shift as compared to PQS 2  from QGRS mapper.

By looking at  PQS 1, 2, 3 (3G) from G4 hunter, it appears that at a time only 1 GQ can be formed as all three PQS have few common G-tracts due to overlap amongst all of these PQS.

By looking at  PQS 4, 5 (3G) from G4 hunter, it appears that at a time only 1 GQ can be formed as both PQS have few common G-tracts due to overlap amongst both of these PQS.",taurine up-regulated 1;FLJ20618;NCRNA00080;LINC00080;non-protein coding RNA 80;long intergenic non-protein coding RNA 80;taurine upregulated 1 (non-protein coding);taurine up-regulated 1 (non-protein coding);TI-227H;taurine upregulated gene 1;TUG1;HSALNG0134930;NONHSAG033691.2;Taurine up-regulated 1
TUG1,prostate cancer,"Microarray, qPCR etc.",up-regulated,27556357.0,Also Known As: TI-227H; LINC00080; NCRNA00080,8,"NR_110492.1, NR_110493.1, NR_002323.2, NR_152867.1, NR_152868.1, NR_152869.1, NR_152870.1, NR_152871.1","35, 34, 34, 12, 12, 34, 34, 35","31, 30, 30, 12, 12, 30, 30, 31","4, 4, 4, 0, 0, 4, 4, 4","0, 0, 0, 0, 0, 0, 0, 0",REVIEWED,"8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
3 (1 - 2G, 2 - C-rich), 
3 (1 - 2G, 2 - C-rich),
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich)","[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933 (2G);  -0.875, -0.918 (C-rich)];
[0.933 (2G);  -0.875, -0.918 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)]",Some PQS from QGRS mapper is similar to / a part of PQS (2G) from G4 hunter,"5 (3G);
5 (3G);
5 (3G);
0;
0;
5 (3G);
5 (3G);
5 (3G)  ","[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
0; 
0; 
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)]
","PQS 1 (3G) from QGRS mapper is similar to / a part of PQS 1, 2, 3 (3G) from G4 hunter

PQS 1  and 2 (3G) from G4 Hunter has a left frame-shift as compared to PQS 1 (3G) from QGRS mapper. PQS 3 (3G) from G4 Hunter has a right frame-shift as compared to PQS 1  from QGRS mapper.

PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 4, 5 (3G) from G4 hunter

PQS 4 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper. PQS 5 (3G) from G4 Hunter has a right frame-shift as compared to PQS 2  from QGRS mapper.

By looking at  PQS 1, 2, 3 (3G) from G4 hunter, it appears that at a time only 1 GQ can be formed as all three PQS have few common G-tracts due to overlap amongst all of these PQS.

By looking at  PQS 4, 5 (3G) from G4 hunter, it appears that at a time only 1 GQ can be formed as both PQS have few common G-tracts due to overlap amongst both of these PQS.",taurine up-regulated 1;FLJ20618;NCRNA00080;LINC00080;non-protein coding RNA 80;long intergenic non-protein coding RNA 80;taurine upregulated 1 (non-protein coding);taurine up-regulated 1 (non-protein coding);TI-227H;taurine upregulated gene 1;TUG1;HSALNG0134930;NONHSAG033691.2;Taurine up-regulated 1
TUG1,prostate cancer,"qPCR, Flow cytometry assay, Western blot, Luciferase reporter assay, etc.",up-regulated,29967294.0,Also Known As: TI-227H; LINC00080; NCRNA00080,8,"NR_110492.1, NR_110493.1, NR_002323.2, NR_152867.1, NR_152868.1, NR_152869.1, NR_152870.1, NR_152871.1","35, 34, 34, 12, 12, 34, 34, 35","31, 30, 30, 12, 12, 30, 30, 31","4, 4, 4, 0, 0, 4, 4, 4","0, 0, 0, 0, 0, 0, 0, 0",REVIEWED,"8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
3 (1 - 2G, 2 - C-rich), 
3 (1 - 2G, 2 - C-rich),
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich), 
8 (7 - 2G, 1 - C-rich)","[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933 (2G);  -0.875, -0.918 (C-rich)];
[0.933 (2G);  -0.875, -0.918 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)];
[0.933, 0.947, 0.978, 0.771, 0.8, 0.913, 0.888 (2G); -0.875 (C-rich)]",Some PQS from QGRS mapper is similar to / a part of PQS (2G) from G4 hunter,"5 (3G);
5 (3G);
5 (3G);
0;
0;
5 (3G);
5 (3G);
5 (3G)  ","[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
0; 
0; 
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)];
[1.404, 1.38, 1.362, 1.4, 1.245 (3G)]
","PQS 1 (3G) from QGRS mapper is similar to / a part of PQS 1, 2, 3 (3G) from G4 hunter

PQS 1  and 2 (3G) from G4 Hunter has a left frame-shift as compared to PQS 1 (3G) from QGRS mapper. PQS 3 (3G) from G4 Hunter has a right frame-shift as compared to PQS 1  from QGRS mapper.

PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 4, 5 (3G) from G4 hunter

PQS 4 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper. PQS 5 (3G) from G4 Hunter has a right frame-shift as compared to PQS 2  from QGRS mapper.

By looking at  PQS 1, 2, 3 (3G) from G4 hunter, it appears that at a time only 1 GQ can be formed as all three PQS have few common G-tracts due to overlap amongst all of these PQS.

By looking at  PQS 4, 5 (3G) from G4 hunter, it appears that at a time only 1 GQ can be formed as both PQS have few common G-tracts due to overlap amongst both of these PQS.",taurine up-regulated 1;FLJ20618;NCRNA00080;LINC00080;non-protein coding RNA 80;long intergenic non-protein coding RNA 80;taurine upregulated 1 (non-protein coding);taurine up-regulated 1 (non-protein coding);TI-227H;taurine upregulated gene 1;TUG1;HSALNG0134930;NONHSAG033691.2;Taurine up-regulated 1
UCA1,prostate cancer,"qPCR, Luciferase reporter assay, RIP, Western blot",up-regulated,30940776.0,"Also Known As: CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36

Some (older-not checked for PQS) UCA1 clones ""other"" ncRNA (GU799565.1, GU799564.1, GU799563.1, GU799562.1 and GU799561.1) were also there in result.

Some (older, not checked for PQS) urothelial cancer associated 1a non-coding RNA (UCA1) ""other"" ncRNA (complete sequence, alternatively spliced-GU357550.1; note=""UCA1a; alternative splice product"") was also there in result.",1,NR_015379.3,10,10,0,0,REVIEWED,8 (C-rich),"[-0.837, -0.892, -0.911, -0.911, -0.911, -0.935, -0.818, -0.822 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter,CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36
UCA1,prostate cancer,"Western blotting, Luciferase Reporter Assay, RIP, qRT-PCR",up-regulated,31954329.0,"Also Known As: CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36

Some (older-not checked for PQS) UCA1 clones ""other"" ncRNA (GU799565.1, GU799564.1, GU799563.1, GU799562.1 and GU799561.1) were also there in result.

Some (older, not checked for PQS) urothelial cancer associated 1a non-coding RNA (UCA1) ""other"" ncRNA (complete sequence, alternatively spliced-GU357550.1; note=""UCA1a; alternative splice product"") was also there in result.",1,NR_015379.3,10,10,0,0,REVIEWED,8 (C-rich),"[-0.837, -0.892, -0.911, -0.911, -0.911, -0.935, -0.818, -0.822 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter,CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36
UCA1,prostate cancer,"qPCR, Western blot, RIP, Luciferase reporter assay",up-regulated,28209917.0,"Also Known As: CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36

Some (older-not checked for PQS) UCA1 clones ""other"" ncRNA (GU799565.1, GU799564.1, GU799563.1, GU799562.1 and GU799561.1) were also there in result.

Some (older, not checked for PQS) urothelial cancer associated 1a non-coding RNA (UCA1) ""other"" ncRNA (complete sequence, alternatively spliced-GU357550.1; note=""UCA1a; alternative splice product"") was also there in result.",1,NR_015379.3,10,10,0,0,REVIEWED,8 (C-rich),"[-0.837, -0.892, -0.911, -0.911, -0.911, -0.935, -0.818, -0.822 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter,CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36
UCA1,prostate cancer,"qPCR, RNAi, Western blot, Cell proliferation assay etc.",up-regulated,27902466.0,"Also Known As: CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36

Some (older-not checked for PQS) UCA1 clones ""other"" ncRNA (GU799565.1, GU799564.1, GU799563.1, GU799562.1 and GU799561.1) were also there in result.

Some (older, not checked for PQS) urothelial cancer associated 1a non-coding RNA (UCA1) ""other"" ncRNA (complete sequence, alternatively spliced-GU357550.1; note=""UCA1a; alternative splice product"") was also there in result.",1,NR_015379.3,10,10,0,0,REVIEWED,8 (C-rich),"[-0.837, -0.892, -0.911, -0.911, -0.911, -0.935, -0.818, -0.822 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter,CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36
UCA1,prostate cancer,"qPCR, RNAi, Western blot, RIP, Luciferase reporter assay, Cell proliferation assay etc.",up-regulated,28337266.0,"Also Known As: CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36

Some (older-not checked for PQS) UCA1 clones ""other"" ncRNA (GU799565.1, GU799564.1, GU799563.1, GU799562.1 and GU799561.1) were also there in result.

Some (older, not checked for PQS) urothelial cancer associated 1a non-coding RNA (UCA1) ""other"" ncRNA (complete sequence, alternatively spliced-GU357550.1; note=""UCA1a; alternative splice product"") was also there in result.",1,NR_015379.3,10,10,0,0,REVIEWED,8 (C-rich),"[-0.837, -0.892, -0.911, -0.911, -0.911, -0.935, -0.818, -0.822 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter,CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36
