LncRNA name,Cancer name,Methods,Expression pattern,Pubmed ID,Remarks,No. of Transcript variants,NCBI Reference Number,Total No. of PQS,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS,RefSeq status,Total No. of PQS.1,G4Hunter Scores of PQS,Similarity between PQS from QGRS mapper vs PQS from G4 hunter,Total No. of PQS.2,G4Hunter Scores of PQS.1,Similarity between PQS from QGRS mapper vs PQS from G4 hunter.1
HOXD-AS1 (HAGLR),cervical cancer,"qPCR, Western blot, Dual luciferase reporter assay, etc.",up-regulated,29896986,Also Known As: Mdgt; HOXD-AS1; MIR7704HG,12,"NR_110458.1, NR_110459.1, NR_110460.1, NR_110461.1, NR_110462.1, NR_110463.1, NR_110464.1, NR_110465.1, NR_110466.1, NR_033979.2, NR_110467.1, NR_110468.1","27, 25, 25, 23, 27, 25, 25, 23, 23, 22, 24, 24","25, 23, 23, 22, 25, 24, 24, 21, 21, 20, 23, 23","2, 2, 2, 1, 2, 1, 1, 2, 2, 2, 1, 1

PQS 1 of 1st and 5th variants is same.
PQS 1 of 2nd variant is same to the PQS 1 of 3rd, 8th and 9th variants.
PQS 1 of 10th variant is different from all other variants. 
PQS 2 of 1st variant is same to the PQS 1 of 4th, 6th, 7th, 11th and 12th variants; and same to the PQS 2 of 2nd, 3rd, 5th, 8th, 9th and 10th variants.","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",VALIDATED,"18 (5 - 2G, 2 - 3G, 11 - C-rich);

22 (5 - 2G, 3 - 3G, 14 - C-rich);

21 (4 - 2G, 3 - 3G, 14 - C-rich);

15 (4 - 2G, 11 - C-rich);

18 (5 - 2G, 2 - 3G, 11 - C-rich);

15 (4 - 2G, 11 - C-rich);

15 (4 - 2G, 11 - C-rich);

21 (4 - 2G, 3 - 3G, 14 - C-rich);

20 (2 - 2G, 2 - 3G, 14 - C-rich);

15 (4 - 2G, 11 - C-rich);

15 (4 - 2G, 11 - C-rich);

15 (4 - 2G, 11 - C-rich)","[0.983, 1 (3G), 0.808, 0.891, 1.118, 0.911, 0.833 (2G), -0.636, -0.849, -0.947, -0.911, -0.957, -0.849, -1, -0.864, -0.667, -0.984, -0.911 (C-rich)];

[0.721, 1, 0.891 (3G), 0.763, 0.891, 1.118, 0.911, 0.833 (2G), -0.796, -0.86, -0.891,  -0.636, -0.849, -0.947, -0.911, -0.957, -0.849, -1, -0.864, -0.667, -0.984, -0.911 (C-rich)];

[0.721, 1, 0.891 (3G),  0.891, 1.118, 0.911, 0.833 (2G), -0.796, -0.86, -0.891, -0.636, -0.849, -0.947, -0.911, -0.957, -0.849, -1, -0.864, -0.667, -0.984, -0.911 (C-rich)];

[0.891, 1.118, 0.911, 0.833 (2G), -0.636, -0.849, -0.947, -0.911, -0.957, -0.849, -1, -0.864, -0.667, -0.984, -0.911 (C-rich)];

[0.983, 1 (3G), 0.808, 0.891, 1.118, 0.911, 0.833 (2G), -0.636, -0.849, -0.947, -0.911, -0.957, -0.849, -1, -0.864, -0.667, -0.984, -0.911 (C-rich)];

[0.891, 1.118, 0.911, 0.833 (2G), -0.636, -0.849, -0.947, -0.911, -0.957, -0.849, -1, -0.864,  -0.667, -0.984, -0.911 (C-rich)];

[0.891, 1.118, 0.911, 0.833 (2G), -0.636, -0.849, -0.947, -0.911, -0.957, -0.849, -1, -0.864, -0.667, -0.984, -0.911 (C-rich)];

[0.721, 1, 0.891 (3G),  0.891, 1.118, 0.911, 0.833 (2G), -0.796, -0.86, -0.891, -0.636, -0.849, -0.947, -0.911, -0.957, -0.849, -1, -0.864, -0.667, -0.984, -0.911 (C-rich)];

[0.721, 1 (3G), 0.891, 1.118, 0.911, 0.833 (2G), -0.796, -0.86, -0.891, -0.636, -0.849, -0.947, -0.911, -0.957, -0.849, -1, -0.864, -0.667, -0.984, -0.911 (C-rich)];

[0.891, 1.118, 0.911, 0.833 (2G), -0.636, -0.849, -0.947, -0.911, -0.957, -0.849, -1, -0.864, -0.667, -0.984, -0.911 (C-rich)];

[0.891, 1.118, 0.911, 0.833 (2G), -0.636, -0.849, -0.947, -0.911, -0.957, -0.849, -1, -0.864, -0.667, -0.984, -0.911 (C-rich)];

[0.891, 1.118, 0.911, 0.833 (2G), -0.636, -0.849, -0.947, -0.911, -0.957, -0.849, -1, -0.864, -0.667, -0.984, -0.911 (C-rich)]","In variants 1 and 5, PQS 4 (3G) of QGRS mapper and the PQS 2 (3G) of G4 hunter have similar G tracts.

In variant 2, PQS 1 (3G) of QGRS mapper and the PQS 4 (3G) of G4 hunter have similar G tracts.

PQS 4 (3G) from G4 hunter has a left frame-shift as compared to PQS 1 (3G) from QGRS mapper.

PQS 1 (3G) of QGRS mapper and the PQS 5 (3G) of G4 hunter have similar G tracts.

PQS 1 (3G) of QGRS mapper and the PQS 6 (3G) of G4 hunter have similar G tracts.

By looking at PQS 4, 5 and 6 (3G) in G4 hunter, it appears that at a time only 1 GQ can be formed as all PQS have a few common G-tracts due to overlap amongst all of these PQS. 

In variants 3 and 8, PQS 1 (3G) of QGRS mapper and the PQS 4 (3G) of G4 hunter have similar G tracts.

PQS 1 (3G) of QGRS mapper and the PQS 5 (3G) of G4 hunter have similar G tracts.

PQS 1 (3G) of QGRS mapper and the PQS 6 (3G) of G4 hunter have similar G tracts.

By looking at PQS 4, 5 and 6 (3G) in G4 hunter, it appears that at a time only 1 GQ can be formed as all PQS have a few common G-tracts due to overlap amongst all of these PQS. 

In variant 9, PQS 1 (3G) of QGRS mapper and the PQS 4 (3G) of G4 hunter have similar G tracts.

PQS 4 (3G) from G4 hunter has a left frame-shift as compared to PQS 1 (3G) from QGRS mapper.

PQS 1 (3G) of QGRS mapper and the PQS 5 (3G) of G4 hunter have similar G tracts.","3 (C-rich);

3 (C-rich);

3 (C-rich);

3 (C-rich);

3 (C-rich);

3 (C-rich);

3 (C-rich);

3 (C-rich);

3 (C-rich);

3 (C-rich);

3 (C-rich);

3 (C-rich)","[-1.4, -1.4, -1.258 (C-rich)]; 

[-1.4, -1.4, -1.258 (C-rich)]; 

[-1.4, -1.4, -1.258 (C-rich)]; 

[-1.4, -1.4, -1.258 (C-rich)]; 

[-1.4, -1.4, -1.258 (C-rich)]; 

[-1.4, -1.4, -1.258 (C-rich)]; 

[-1.4, -1.4, -1.258 (C-rich)]; 

[-1.4, -1.4, -1.258 (C-rich)]; 

[-1.4, -1.4, -1.258 (C-rich)]; 

[-1.4, -1.4, -1.258 (C-rich)]; 

[-1.4, -1.4, -1.258 (C-rich)]; 

[-1.4, -1.4, -1.258 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper.
HULC,cervical cancer,"qRT-PCR, Western blot",up-regulated,32103980,"Also Known As: HCCAT1; LINC00078; NCRNA00078

Some (older-not checked for PQS) Long non-coding RNA HULC (HULC gene) ""lncRNA"" ncRNA (TPA: HG975403.1) was also there in result.",1,NR_004855.2,1,1,0,0,REVIEWED,0,0,No PQS found in G4 Hunter,0,0,No PQS found in G4 Hunter
HULC,cervical cancer,qPCR etc.,up-regulated,27775802,"Also Known As: HCCAT1; LINC00078; NCRNA00078

Some (older-not checked for PQS) Long non-coding RNA HULC (HULC gene) ""lncRNA"" ncRNA (TPA: HG975403.1) was also there in result.",1,NR_004855.2,1,1,0,0,REVIEWED,0,0,No PQS found in G4 Hunter,0,0,No PQS found in G4 Hunter
LINC-POU3F3 PANTRI1,cervical cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown",up-regulated,31252264,Also Known As: PANTRI1; LINC01158; linc-Brn1a; linc-POU3F3,4 (PANTRI1),"PANTRI1 (NR_037883.1, NR_131233.1, NR_131234.1, NR_131235.1)","13, 5, 5, 6 (PANTRI1)","12, 5, 5, 6 (PANTRI1)","1, 0, 0, 0 (PANTRI1)","0, 0, 0, 0 (PANTRI1)",VALIDATED (PANTRI1),"2 (1 - 2G, 1 - C-rich)

0;

1 (C-rich);

1 (C-rich)","[-0.616 (C-rich), 0.768 (2G)]; 

0;

[-0.616 (C-rich)];

[-0.616 (C-rich)]",,0,0,No PQS found in G4 Hunter
LINC-ROR,cervical cancer,qPCR etc.,up-regulated,26314857,"Also Known As: ROR; lincRNA-RoR; lincRNA-ST8SIA3. Some (older) transcribed RNA, LINC-ROR variants (2-14; variant 1 not available in NCBI-NT) ""other"" ncRNA (complete sequence - _____, AB844430.1, AB844431.1, AB844432.1, AB844433.1, AB908956.1, AB932951.1, LC027885.1, LC027886.1, LC027887.1, LC027888.1, LC027889.1, LC027890.1 and LC027884.1 respectively) with PQS-___, 3, 1, 0, 0, 4, 1, 4, 13, 7, 8, 7, 2, 2 respectively were also there in result.",2,"NR_048536.2, NR_152602.1","15,13","15,13","0,0","0,0",REVIEWED,"3 (C-rich);

3 (C-rich)","[-0.933, -0.891, -0.911 (C-rich)];

[-0.933, -0.891, -0.911 (C-rich)]",,0,0,No PQS found in G4 Hunter
LINC-UFC1 (LOC112543491),cervical cancer,"qPCR, western blot, RIP etc.",up-regulated,29790665,,1,NR_156734.1,20,20,0,0,VALIDATED,1 (C-rich),[-0.789 (C-rich)],"No similarity to any PQS (2G) from QGRS mapper.
",0,0,No PQS found in G4 Hunter
LINC-UFC1 (LOC112543491),cervical cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP",up-regulated,29790665,,1,NR_156734.1,20,20,0,0,VALIDATED,1 (C-rich),[-0.789 (C-rich)],"No similarity to any PQS (2G) from QGRS mapper.
",0,0,No PQS found in G4 Hunter
LINC00037,cervical cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, etc.",down-regulated,30613967,,Refer to DGCR5,,,,,,,"12 (4-C-rich, 8-2G);
12 (4-C-rich, 8-2G)
5 (4-C-rich, 1-2G)
","[-0.894, -0.854, -0.902, -0.933 (C-rich); 0.911, 0.903, 0.86, 0.808, 0.87, 0.915, 0.973 (2G)];

[-0.894, -0.854, -0.902, -0.933 (C-rich); 0.911, 0.903, 0.86, 0.808, 0.87, 0.915, 0.973 (2G)];

[0.911 (2G), -0.894, -0.854, -0.902, -0.933 (C-rich)]",,"0,0,0","0,0,0",No PQS found in G4 hunter
LINC00052,cervical cancer,"qPCR, Western blot",down-regulated,31210293,Also known as: TMEM83; NCRNA00052,1,NR_026869.1,5,5,0,0,VALIDATED,"3 (2-C-rich, 1-2G)","['-0.841, -1.02 (C-rich) 0.707 (2G)]",,0,0,No PQS found in G4 hunter
LINC00152 CYTOR,cervical cancer,"qRT-PCR , Luciferase reporter assay , Western blot , in vitro knockdown etc.",up-regulated,31114990,Also Known As: C2orf59; LINC00152; NCRNA00152; CYTOR,5 (CYTOR),"NR_024204.2, NR_024205.3, NR_024206.2, NR_146460.1, NR_146461.1    (CYTOR)         ","4, 6, 4, 4, 3 (CYTOR)","4, 6, 4, 4, 3 (CYTOR)","0,0,0,0,0 (CYTOR)","0,0,0,0,0 (CYTOR)",REVIEWED (CYTOR),"2 (C-rich);

2 (C-rich);

2 (C-rich);

2 (C-rich);

2 (C-rich);","[-0.978, -0.75 (C-rich)];

[-0.978, -0.75 (C-rich)];

[-0.978, -0.75 (C-rich)];

[-0.978, -0.75 (C-rich)];

[-0.978, -0.75 (C-rich)]",,0,0,No PQS found in G4 Hunter
LINC00152 CYTOR,cervical cancer,"western blot, in vitro konckdown",up-regulated,28536419,Also Known As: C2orf59; LINC00152; NCRNA00152; CYTOR,5 (CYTOR),"NR_024204.2, NR_024205.3, NR_024206.2, NR_146460.1, NR_146461.1    (CYTOR)         ","4, 6, 4, 4, 3 (CYTOR)","4, 6, 4, 4, 3 (CYTOR)","0,0,0,0,0 (CYTOR)","0,0,0,0,0 (CYTOR)",REVIEWED (CYTOR),"2 (C-rich);

2 (C-rich);

2 (C-rich);

2 (C-rich);

2 (C-rich);","[-0.978, -0.75 (C-rich)];

[-0.978, -0.75 (C-rich)];

[-0.978, -0.75 (C-rich)];

[-0.978, -0.75 (C-rich)];

[-0.978, -0.75 (C-rich)]",,0,0,No PQS found in G4 Hunter
LINC00277 EWSAT1,cervical cancer,"Microarray analysis, qRT-PCR, Western blot, RNAi",down-regulated,28767188,Also Known As: TMEM84; LINC00277; NCRNA00277; EWSAT1,1 (EWSAT1),EWSAT1 (NR_026949.1),15 (EWSAT1),14 (EWSAT1),1 (EWSAT1),0 (EWSAT1),VALIDATED (EWSAT1),"15 (4 -2G, 13- C rich)
","[0.894, 0.894, 0.813, 0.911 (2G); -0.913, -1, -0.854, -0.646, -0.894, -0.915, -0.911, -0.984, -0.93, -0.979, -0.894, -0.933 (C-rich)]",,0,0,No PQS found in G4 hunter
LINC00319,cervical cancer,"qRT-PCR, Western blot, Luciferase reporter assays, RIP",up-regulated,31942724,Also known as: PRED49; C21orf125; NCRNA00319,1,NR_152722.1,30,30,0,0,VALIDATED,"19 (18-C-rich, 1-2G)","['-0.891, -1.021, -0.911, -0.86, -0.894, -0.88, -0.86, -0.946, -0.922, -1.021, -0.825, -0.722, -1.043, -0.899, -0.888, -0.92 , -1.043, -0.81 (C-rich); 0.83 (2G)]",,1 (C-rich),-1.169,No similarity to any PQS  from QGRS mapper
LINC00473,cervical cancer,"qPCR, Western blotting etc.",up-regulated,29218240,Also Known As: LNC473; C6orf176; bA142J11.1,2,"NR_026860.1, NR_026861.1","12,5","12,5","0,0","0,0",VALIDATED,0,0,No PQS found in G4 Hunter,0,0,No PQS found in G4 Hunter
LINC00511,cervical cancer,"RT-qPCR, Western blot, Microarray",up-regulated,32067228,Also Known As: LCAL5; onco-lncRNA-12,1,NR_033876.1,18,16,2,0,VALIDATED,"7 (6 - 2G, 1 - C-rich)","[1, 0.878, 0.891, 0.911, 0.531, 0.855 (2G), -0.864 (C-rich)] 
",,0,0,No PQS found in G4 Hunter
LINC00511,cervical cancer,"RT-qPCR, in vitro knockdown, Western blot etc.",up-regulated,31180057,Also Known As: LCAL5; onco-lncRNA-12,1,NR_033876.1,18,16,2,0,VALIDATED,"7 (6 - 2G, 1 - C-rich)","[1, 0.878, 0.891, 0.911, 0.531, 0.855 (2G), -0.864 (C-rich)] 
",,0,0,No PQS found in G4 Hunter
LINC00511,cervical cancer,"qPCR, other",up-regulated,31434692,Also Known As: LCAL5; onco-lncRNA-12,1,NR_033876.1,18,16,2,0,VALIDATED,"7 (6 - 2G, 1 - C-rich)","[1, 0.878, 0.891, 0.911, 0.531, 0.855 (2G), -0.864 (C-rich)] 
",,0,0,No PQS found in G4 Hunter
LINC00518,cervical cancer,"qPCR, Western blot",up-regulated,30720156,Also known as: C6orf218,1,NR_027793.1,8,8,0,0,VALIDATED,2 (C-rich) ,"['-0.771, -0.814 (C-rich)]",No similarity to any PQS  from QGRS mapper,0,0,No PQS found in G4 hunter
LINC00958 BLACAT2,cervical cancer,"RT-qPCR, Luciferase reporter assay, RIP, Western blot analysis",up-regulated,31691355,"Also Known As: BLACAT2: LINC00958. Some (older) bladder associated transcript 2 variant 1, 2 and 3 lncRNA ""lncRNA"" ncRNA (complete sequence-MF435912.1, MF435913.1 and MF435914.1 respectively) with PQS- 4, 4, 5 respectively, were also there in result.",1 (BLACAT2),BLACAT2 (NR_038904.1),10 (BLACAT2),10 (BLACAT2),0 (BLACAT2),0 (BLACAT2),VALIDATED (BLACAT2),,,,,,
LINC00958 BLACAT2,cervical cancer,"Luciferase reporter assay , Western blot etc.",up-regulated,31169309,"Also Known As: BLACAT2: LINC00958. Some (older) bladder associated transcript 2 variant 1, 2 and 3 lncRNA ""lncRNA"" ncRNA (complete sequence-MF435912.1, MF435913.1 and MF435914.1 respectively) with PQS- 4, 4, 5 respectively, were also there in result.",1 (BLACAT2),BLACAT2 (NR_038904.1),10 (BLACAT2),10 (BLACAT2),0 (BLACAT2),0 (BLACAT2),VALIDATED (BLACAT2),,,,,,
LINC01101,cervical cancer,"Microarray analysis, qRT-PCR, Western blot, RNAi",down-regulated,28767188,,1,NR_027181.1,24,24,0,0,VALIDATED,"3 (2-C-rich, 1-2G)","[-0.933, -0.888 (C-rich); 
0.911 (2G)]",,0,0,No PQS found in G4 hunter
LINC01133,cervical cancer,"qPCR, Western blot, Luciferase reporter assay, RIP",up-regulated,31390932,,1,NR_038849.1,7,7,0,0,VALIDATED,2 (C-rich),"[-0.803, -0.701 (C-rich)]",,0,0,No PQS found in G4 Hunter
LINC01139,cervical cancer,"Microarray, qPCR etc.",differential expression,27035672,Also known as: LINKA; LINK-A,1,NR_015407.1,8,8,0,0,VALIDATED,"4 (3-C-rich, 1-2G)","[-1.021, -0.913, -0.882 
(C-rich); 0.73 (2G)]",,0,0,No PQS found in G4 hunter
LINC01305,cervical cancer,"qPCR, Western blot, Luciferase reporter assay, RIP, etc.",up-regulated,30697971,,1,NR_038897.1,28,23,5,0,VALIDATED,21,"-0.852, -0.94, -0.947, 
0.815, 1, -0.603, 0.821, 
-0.933, -0.915, -1.143,
 -0.722, 0.978, 0.911, 
0.868, 0.917, 1.124, 
-0.933, -0.738, 0.779,
 0.759",,8,"-1.491, -1.286, 1.253, 
1.413, 1.391, 1.24,
 1.422, 1.34",
LINC01503,cervical cancer,"Microarray, qPCR etc.",differential expression,27035672,,2,"NR_120685.1, NR_120686.1","6,6","5,5","1,1","0,0",VALIDATED,"9 (1 - 2G, 4 - 3G, 4 - C-rich);

9 (1 - 2G, 4 - 3G, 4 - C-rich)","[0.911, 0.88, 0.911, 0.933 (3G), 0.833 (2G), -0.814, -1.096, -0.911, -0.837 (C-rich)];

[0.911, 0.88, 0.911, 0.933 (3G), 0.833 (2G), -0.814, -1.096, -0.911, -0.837 (C-rich)]","In variants 1 and 2, PQS 1 (3G) of QGRS mapper and the PQS 1 (3G) of G4 hunter have similar G tracts.

PQS 1 (3G) of QGRS mapper and the PQS 2 (3G) of G4 hunter have similar G tracts.

PQS 1 (3G) of QGRS mapper and the PQS 3 (3G) of G4 hunter have similar G tracts.

PQS 1 (3G) of QGRS mapper and the PQS 4 (3G) of G4 hunter have similar G tracts.

By looking at PQS 1, 2, 3 and 4 (3G) in G4 hunter, it appears that at a time only 1 GQ can be formed as all PQS have a few common G-tracts due to overlap amongst all of these PQS. ",0,0,No PQS found in G4 Hunter
LINC01535,cervical cancer,"qPCR, Western blot, Luciferase reporter assay",up-regulated,31273925,,3,"NR_110718.1,NR_110719.1,NR_110720.2","17,5,6","17,5,6","0,0,0","0,0,0",VALIDATED,"0
1 (C-rich)
3 (C-rich)
","
[-0.767 (C-rich)];

[-0.911, -0.93, -0.767 
(C-rich)]



",,0,0,No PQS found in G4 hunter
LINC01783,cervical cancer,"qRT-PCR, RIP",up-regulated,32021449,,1,NR_135764.1,16,14,2,0,VALIDATED,"6 (1-C-rich, 2-2G, 3-3G)","[-0.958 (C-rich), 0.69, 0.891, 0.952 (3G)
0.878, 0.843 (2G)]","The PQS 1 (3G) of QGRS 
Mapper is similar to PQS 
1 (3G) of G4 hunter with 
a few additional nucleotides 
surrounding the G4 sequence. 

Similarly, the PQS 2 (3G) 
of QGRS Mapper is similar to PQS 2 (3G) of G4 hunter with a few additional nucleotides 
surrounding the G4 sequence. ",0,0,No PQS found in G4 hunter
LINP1,cervical cancer,"qPCR, Western blot, RIP etc.",up-regulated,32348690,,1,NR_138480.1,7,5,2,0,VALIDATED,"4 (1 - 2G, 3 - C-rich)","[-0.915, -0.911, -0.847 (C-rich), 0.808 (2G)] 
","PQS 6 (3G) of QGRS mapper and the PQS 4 (3G) of G4 hunter have similar G tracts.
",1 (3G),[1.4 (3G)],"PQS 6 (3G) of QGRS mapper and the PQS 1 (3G) of G4 hunter have similar G tracts.
"
LINP1,cervical cancer,"qPCR, RIP",up-regulated,29527968,,1,NR_138480.1,7,5,2,0,VALIDATED,"4 (1 - 2G, 3 - C-rich)","[-0.915, -0.911, -0.847 (C-rich), 0.808 (2G)] 
","PQS 6 (3G) of QGRS mapper and the PQS 4 (3G) of G4 hunter have similar G tracts.
",1 (3G),[1.4 (3G)],"PQS 6 (3G) of QGRS mapper and the PQS 1 (3G) of G4 hunter have similar G tracts.
"
lnc-LIF-AS,cervical cancer,"RT-PCR , Western blot etc.",up-regulated,31085454,Also known as: Lnc-LIF-AS,1,NR_149070.1,7,7,0,0,VALIDATED,6 (C-rich),"[-0.895, -1.02, -0.933, -0.957, -0.896, -0.793
(C-rich)]",,0,0,No PQS found in G4 hunter
lncRNA-ATB,cervical cancer,"qPCR, Luciferase reporter assay, Western blot",up-regulated,30908730,,1,NR_160525.1,17,16,1,0,VALIDATED,"4 (1 - 2G, 3 - C-rich)","[-0.87, -0.913, -0.917 (C-rich), 0.729 (2G)]  
","No similarity to any PQS (2G) from QGRS mapper.
",0,0,No PQS found in G4 Hunter
lncRNA-ATB,cervical cancer,qPCR,up-regulated,29237907,,1,NR_160525.1,17,16,1,0,VALIDATED,"4 (1 - 2G, 3 - C-rich)","[-0.87, -0.913, -0.917 (C-rich), 0.729 (2G)]  
","No similarity to any PQS (2G) from QGRS mapper.
",0,0,No PQS found in G4 Hunter
lncRNA-CTS,cervical cancer,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP, etc.",up-regulated,31499118,Also known as: SH3PXD2A-AS1,1,NR_038940.1,10,10,0,0,VALIDATED,"3 (2-C-rich, 1-2G)","[-0.911, -0.903 (C-rich);
0.933 (2G)]",,0,0,No PQS found in G4 hunter
lncRNA-LET,cervical cancer,qPCR etc.,down-regulated,25755778,Also known as: NPTN-IT1,1,NR_103844.1,13,13,0,0,VALIDATED,"11 (3 - 2G, 9 - C-rich)","[-0.647, -0.913, -0.911, -0.913, -0.933, -0.872, -0.783, -0.852 (C-rich), 0.935, 0.935, 0.911, 0.935 (2G)]
",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 Hunter
lncRNA-MIF ODC1-DT       ,cervical cancer,"qPCR, Luciferase reporter assay etc.",differential expression,27317567,Also Known As: ODC1-DT; (ODC1-DT),1 (ODC1-DT),ODC1-DT (NR_110597.1),6 (ODC1-DT),6 (ODC1-DT),0 (ODC1-DT),0 (ODC1-DT),VALIDATED (ODC1-DT),0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter
lncRNA-NEF,cervical squamous cell carcinoma,"qPCR, Western blot",down-regulated,30910843,"Also known as: LINC01384; lncRNA-NEF, LNCNEF",1,NR_109883.1,4,4,0,0,VALIDATED,1 (C-rich),[-0.913 (C-rich)],,0,0,No PQS found in G4 hunter
lncRNA-SRA1 LINC00673,cervical squamous cell carcinoma,qPCR,down-regulated,31371629,Also Known As: lncRNA00673; LINC00673 [mentioned in qRT-PCR primers table in paper for lncRNA00673 (PubMed-29077173)]; SLNCR; SLNCR1; ERRLR01; HILNC75; LUCAIR1; HI-LNC75,5 (LINC00673),"LINC00673 (NR_137281.2, NR_137280.2, NR_036488.1, NR_152515.1, NR_152516.1)","26, 25, 23, 23, 27 (LINC00673)","24, 23, 22, 22, 25 (LINC00673)","2, 2, 1, 1, 2 (LINC00673)","0, 0, 0, 0, 0 (LINC00673)",REVIEWED (LINC00673),"9 (2 - 2G, 2 - 3G, 5 - C-rich);

9 (2 - 2G, 2 - 3G, 5 - C-rich);

7 (2 - 2G, 1 - 3G, 4 - C-rich);

7 (2 - 2G, 1 - 3G, 4 - C-rich);

9 (2 - 2G, 2 - 3G, 5 - C-rich)","[1, 0.911 (2G), 0.766, 0.935  (3G), -0.787, -0.88, -0.957, -0.936, -0.671 (C-rich)];

[1, 0.911 (2G), 0.766, 0.935  (3G), -0.787, -0.88, -0.957, -0.936, -0.671 (C-rich)];
 
(1, 0.911 (2G), 0.766 (3G), -0.787, -0.957, -0.936, -0.671 (C-rich)];

(1, 0.911 (2G), 0.766 (3G), -0.787, -0.957, -0.936, -0.671 (C-rich)];

[1, 0.911 (2G), 0.766, 0.935  (3G), -0.787, -0.88, -0.957, -0.936, -0.671 (C-rich)]","In variants 1, 2 and 5, PQS 9 (3G) of QGRS mapper and the PQS 4 (3G) of G4 hunter have similar G tracts.

PQS 15 (3G) of QGRS mapper and the PQS 5 (3G) of G4 hunter have similar G tracts.

In variants 3 and 4, PQS 9 (3G) of QGRS mapper and the PQS 4 (3G) of G4 hunter have similar G tracts.",0,0,No PQS found in G4 hunter
loc285194 TUSC7,cervical squamous cell carcinoma,"qPCR, Western blot etc",up-regulated,31774069,"Also Known As: LOC285194; TUSC7; LSAMPAS3; LINC00902; LSAMP-AS1; LSAMP-AS3; NCRNA00295. LOC285194 mentioned in title of papers [PubMed-31494574 (TUSC7) and 27683121 (RPL34-DT)] referred in TUSC7 (NR_015391.1) and RPL34-DT (NR_026968.1). Aliases for TUSC7 Gene (From GeneCards database - GCID: GC03P116709)
Tumor Suppressor Candidate 7
TUSC7",1 (TUSC7),TUSC7 (NR_015391.1),9 (TUSC7),9 (TUSC7),0 (TUSC7),0 (TUSC7),VALIDATED (TUSC7),4 (2G),"[0.911, 0.776, 0.935, 0.891  (2G)]",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
LOC554202 (MIR31HG),cervical cancer,"qPCR, Western blot etc.",up-regulated,29129878,"Also Known As: LOC554202; MIR31HG; LncHIFCAR; hsa-lnc-31.LOC554202 mentioned in title of paper (PubMed-22289355 and others) referred in MIR31HG_variants (NR_027054.2, NR_152877.1, NR_152878.1, NR_152879.1).Aliases for MIR31HG Gene (From GeneCards database - GCID: GC09M021439)
MIR31 Host Gene",4 (MIR31HG),"MIR31HG (NR_027054.2, NR_152877.1, NR_152878.1, NR_152879.1)","20, 13, 12, 19 (MIR31HG)","19, 13, 12, 18 (MIR31HG)","1, 0, 0, 1 (MIR31HG)","0, 0, 0, 0 (MIR31HG)",REVIEWED (MIR31HG),"7 (2 - 2G, 5 - C-rich);
5 ( C-rich);
4 (C-rich);
6 (1 - 2G, 5 - C-rich);","[1.034, 0.94 (2G); -0.956, -0.9, -0.789, -0.911, -0.936 (C-rich)];
[-0.956, -0.9, -0.789, -0.911, -0.936 (C-rich)];
[-0.9, -0.789, -0.911, -0.936 (C-rich)];
[1.034, 0.94 (2G); -0.9, -0.789, -0.911, -0.936 (C-rich)]",No similarity to PQS (2G) from QGRS mapper,0,0,No PQS found in G4 Hunter
LUCAT1,cervical cancer,"qPCR, Western blot, RIP, Luciferase reporter assay etc",up-regulated,32207530,Also Known As: SCAL1; SCAT5,2,"NR_103548.1, NR_103549.1","3,2","3,2","0,0","0,0",VALIDATED,"0;
3 (2G)","0;
[0.876, 0.911, 0.911 (2G)]",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 Hunter
LUCAT1,cervical cancer,"qPCR, RNA-seq",up-regulated,30831032,Also Known As: SCAL1; SCAT5,2,"NR_103548.1, NR_103549.1","3,2","3,2","0,0","0,0",VALIDATED,"0;
3 (2G)","0;
[0.876, 0.911, 0.911 (2G)]",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 Hunter
LUCAT1,cervical cancer,"qPCR, Western blot, etc.",up-regulated,31486481,Also Known As: SCAL1; SCAT5,2,"NR_103548.1, NR_103549.1","3,2","3,2","0,0","0,0",VALIDATED,"0;
3 (2G)","0;
[0.876, 0.911, 0.911 (2G)]",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 Hunter
