LncRNA name,Cancer name,Methods,Expression pattern,Pubmed ID,Remarks,No. of Transcript variants,NCBI Reference Number,Total No. of PQS,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS,RefSeq status,Total No. of PQS.1,G4Hunter Scores of PQS,Similarity between PQS from QGRS mapper vs PQS from G4 hunter,Total No. of PQS.2,G4Hunter Scores of PQS.1,Similarity between PQS from QGRS mapper vs PQS from G4 hunter.1
LBCS,prostate cancer,"qPCR, Western blot, RIP",down-regulated,31221168,Also Known As: LNC-LBCS,3,"NR_134649.1, NR_134650.1, NR_134651.1","4,4,3","4,4,3","0,0,0","0,0,0",VALIDATED,"2 (C-rich);
2 (C-rich);
0","[-0.843, -1.083 (C-rich)];
[-0.843, -1.083 (C-rich)];
0",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 Hunter
LINC-PINT,prostate cancer,"Microarray, qPCR etc.",up-regulated,27556357,"Also Known As: PINT; MKLN1-AS1; LincRNA-Pint

Some (older-not checked for PQS) Linc-pint lncRNA ""lncRNA"" ncRNA (partial sequence - MG322760.1) was also there in result.",13,"NR_015431.2, NR_024153.2, NR_109850.1, NR_109851.1, NR_109852.1, NR_109853.1, NR_109854.1, NR_109855.1, NR_034120.1, NR_110472.1, NR_110473.1, NR_170175.1, NR_170176.1","19, 8, 21, 19, 19, 15, 15, 15, 9, 8, 3, 23, 21","16, 7, 18, 16, 16, 13, 13, 13, 9, 8, 3, 21, 19","3, 1, 3, 3, 3, 2, 2, 2, 0, 0, 0, 2, 2

PQS of 2nd variant is different from other variants.","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",VALIDATED,"4 (2 - 2G, 2 - 3G);

1 (3G);

4 (2 - 2G, 2 - 3G);

4 (2 - 2G, 2 - 3G);

4 (2 - 2G, 2 - 3G);

4 (2 - 2G, 2 - 3G);

4 (2 - 2G, 2 - 3G);

4 (2 - 2G, 2 - 3G);

0;

0;

0;

4 (2 - 2G, 2 - 3G);

4 (2 - 2G, 2 - 3G)","[0.933, 0.935 (2G), 1.018, 0.794 (3G)];

[0.885 {3G)];

[0.933, 0.935 (2G), 1.018, 0.794 (3G)];

[0.933, 0.935 (2G), 1.018, 0.794 (3G)];

[0.933, 0.935 (2G), 1.018, 0.794 (3G)];

[0.933, 0.935 (2G), 1.018, 0.794 (3G)];

[0.933, 0.935 (2G), 1.018, 0.794 (3G)];

[0.933, 0.935 (2G), 1.018, 0.794 (3G)];

0;

0;

0;

[0.933, 0.935 (2G), 1.018, 0.794 (3G)];

[0.933, 0.935 (2G), 1.018, 0.794 (3G)]","In variant 1, 3, 4, 5, 6, 7, 8, 12 and 13, PQS 2 (3G) of QGRS mapper and the PQS 3 (3G) of G4 hunter have similar G tracts.

PQS 3 (3G) from G4 hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper.

In variant 1, 3, 4, 5, 6, 7, 8, 12 and 13 PQS 10 (3G) of QGRS mapper and the PQS 4 (3G) of G4 hunter have similar G tracts.

PQS 4 (3G) from G4 hunter has a left frame-shift as compared to PQS 10 (3G) from QGRS mapper.

In variant 2, PQS 3 (3G) of QGRS mapper and the PQS 1 (3G) of G4 hunter have similar G tracts.

PQS 1 (3G) from G4 hunter has a left frame-shift as compared to PQS 3 (3G) from QGRS mapper.","0;

0;

0;

0;

0;

0;

0;

0;

0;

0;

0;

0;

0","0

0

0

0

0

0

0

0

0

0

0

0

0",No PQS found in G4 hunter
LINC-PINT,prostate cancer,"Microarray, qPCR etc.",up-regulated,27556357,"Also Known As: PINT; MKLN1-AS1; LincRNA-Pint

Some (older-not checked for PQS) Linc-pint lncRNA ""lncRNA"" ncRNA (partial sequence - MG322760.1) was also there in result.",13,"NR_015431.2, NR_024153.2, NR_109850.1, NR_109851.1, NR_109852.1, NR_109853.1, NR_109854.1, NR_109855.1, NR_034120.1, NR_110472.1, NR_110473.1, NR_170175.1, NR_170176.1","19, 8, 21, 19, 19, 15, 15, 15, 9, 8, 3, 23, 21","16, 7, 18, 16, 16, 13, 13, 13, 9, 8, 3, 21, 19","3, 1, 3, 3, 3, 2, 2, 2, 0, 0, 0, 2, 2

PQS of 2nd variant is different from other variants.","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",VALIDATED,"4 (2 - 2G, 2 - 3G);

1 (3G);

4 (2 - 2G, 2 - 3G);

4 (2 - 2G, 2 - 3G);

4 (2 - 2G, 2 - 3G);

4 (2 - 2G, 2 - 3G);

4 (2 - 2G, 2 - 3G);

4 (2 - 2G, 2 - 3G);

0;

0;

0;

4 (2 - 2G, 2 - 3G);

4 (2 - 2G, 2 - 3G)","[0.933, 0.935 (2G), 1.018, 0.794 (3G)];

[0.885 {3G)];

[0.933, 0.935 (2G), 1.018, 0.794 (3G)];

[0.933, 0.935 (2G), 1.018, 0.794 (3G)];

[0.933, 0.935 (2G), 1.018, 0.794 (3G)];

[0.933, 0.935 (2G), 1.018, 0.794 (3G)];

[0.933, 0.935 (2G), 1.018, 0.794 (3G)];

[0.933, 0.935 (2G), 1.018, 0.794 (3G)];

0;

0;

0;

[0.933, 0.935 (2G), 1.018, 0.794 (3G)];

[0.933, 0.935 (2G), 1.018, 0.794 (3G)]","In variant 1, 3, 4, 5, 6, 7, 8, 12 and 13, PQS 2 (3G) of QGRS mapper and the PQS 3 (3G) of G4 hunter have similar G tracts.

PQS 3 (3G) from G4 hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper.

In variant 1, 3, 4, 5, 6, 7, 8, 12 and 13 PQS 10 (3G) of QGRS mapper and the PQS 4 (3G) of G4 hunter have similar G tracts.

PQS 4 (3G) from G4 hunter has a left frame-shift as compared to PQS 10 (3G) from QGRS mapper.

In variant 2, PQS 3 (3G) of QGRS mapper and the PQS 1 (3G) of G4 hunter have similar G tracts.

PQS 1 (3G) from G4 hunter has a left frame-shift as compared to PQS 3 (3G) from QGRS mapper.","0;

0;

0;

0;

0;

0;

0;

0;

0;

0;

0;

0;

0","0

0

0

0

0

0

0

0

0

0

0

0

0",No PQS found in G4 hunter
LINC-ROR,prostate cancer,"qPCR, Microarray etc.",down-regulated,28843521,"Also Known As: ROR; lincRNA-RoR; lincRNA-ST8SIA3

Some (older) transcribed RNA, LINC-ROR variants (2-14; variant 1 not available in NCBI-NT) ""other"" ncRNA (complete sequence - _____, AB844430.1, AB844431.1, AB844432.1, AB844433.1, AB908956.1, AB932951.1, LC027885.1, LC027886.1, LC027887.1, LC027888.1, LC027889.1, LC027890.1 and LC027884.1 respectively) with PQS-___, 3, 1, 0, 0, 4, 1, 4, 13, 7, 8, 7, 2, 2 respectively were also there in result.

Sequence not available for 1st variant (older).",2,"NR_048536.2, NR_152602.1","15, 13","15, 13","0, 0","0, 0",REVIEWED,"3 (C-rich);

3 (C-rich)","[-0.933, -0.891, -0.911 (C-rich)];

[-0.933, -0.891, -0.911 (C-rich)]","No similarity to any PQS from QGRS mapper
",0,0,No PQS found in G4 hunter
LINC-ROR,prostate cancer,"qPCR, Western blot",up-regulated,30915739,"Also Known As: ROR; lincRNA-RoR; lincRNA-ST8SIA3

Some (older) transcribed RNA, LINC-ROR variants (2-14; variant 1 not available in NCBI-NT) ""other"" ncRNA (complete sequence - _____, AB844430.1, AB844431.1, AB844432.1, AB844433.1, AB908956.1, AB932951.1, LC027885.1, LC027886.1, LC027887.1, LC027888.1, LC027889.1, LC027890.1 and LC027884.1 respectively) with PQS-___, 3, 1, 0, 0, 4, 1, 4, 13, 7, 8, 7, 2, 2 respectively were also there in result.

Sequence not available for 1st variant (older).",2,"NR_048536.2, NR_152602.1","15, 13","15, 13","0, 0","0, 0",REVIEWED,"3 (C-rich);

3 (C-rich)","[-0.933, -0.891, -0.911 (C-rich)];

[-0.933, -0.891, -0.911 (C-rich)]","No similarity to any PQS from QGRS mapper
",0,0,No PQS found in G4 hunter
LINC00304,prostate cancer,"qRT-PCR , RNAi etc.",up-regulated,31012142,"Also Known As: C16orf81, NCRNA00304",1,NR_024347.2,26,25,1,0,VALIDATED,"13 (7-2G, 6- C-rich)","[0.803, 0.978, 0.913, 0.76, 0.939, 0.922, 0.911 (2G);
-0.891, -0.911, -0.978, -1.309, -0.911,  -0.85 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,1 (C-rich),[-1.447 (C-rich)],No similarity to PQS (3G) from QGRS mapper
LINC00308,prostate cancer,qPCR,up-regulated,29923546,Also known asPRED16; C21orf74; NCRNA00308,1,NR_038400.1,3,3,0,0,VALIDATED,0,0,No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 Hunter
LINC00355,prostate cancer,qPCR,up-regulated,29923546,,1,NR_145420.1,14,14,0,0,VALIDATED,1 (C-rich),[-0.933 (C-rich),,0,0,No PQS found in G4 hunter
LINC00476,prostate cancer,RNA-seq,differential expression,30906477,"Also Known As: C9orf130, NAG11, NAG12",2,"NR_023390.1, NR_023389.1","46, 14","43, 14","3, 0","0, 0",VALIDATED,"11 (5-2G, 6-C-rich);
8 (5-2G, 3-C-rich)","[0.89, 0.942, 0.915, 0.896, 0.855 (2G); -1, -0.725, -0.918, -0.981, -0.939, -0.921] (C-rich);
[0.913,  0.933, 0.911, 0.911, 0.98 (2G); -0.961, -0.956, -0.911 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,2 (C-rich),"[-1.268, -1.4 (C-rich)]",No similarity to PQS (3G) from QGRS mapper
LINC00518,prostate cancer,"real-time PCR, Luciferase reporter assay, Western blot, other",up-regulated,30462844,Also known as: C6orf218,1,NR_027793.1,8,8,0,0,VALIDATED,2 (C-rich) ,"['-0.771, -0.814 (C-rich)]",No similarity to any PQS (2G)  from QGRS mapper,0,0,No PQS found in G4 Hunter
"LINC00617 
TUNAR",neuroendocrine prostate cancer,"RNA-seq, Microarray, qPCR etc.",up-regulated,29757368,Also Known As: HI-LNC78; TUNAR; TUNA; LINC00617,3 (TUNAR),"TUNAR (NR_132398.1, NR_038861.1, NR_132399.1)","26, 24, 19 (TUNAR)","26, 24, 19 (TUNAR)","0, 0, 0 (TUNAR)","0, 0, 0 (TUNAR)",REVIEWED (TUNAR),"8 (3-2G, 5-C-rich);
7 (3-2G, 4-C-rich);
14 ","[0.75, 0.915, 0.98 (2G); -0.882, -0.891, -0.793,  -0.87,  -0.742 (C-rich)];
[0.75, 0.915, 0.98 (2G); -0.882, -0.793,  -0.87,  -0.742 C-rich)];
[-1.07, -0.891, -0.911, -0.911, -0.911, -1.072, -0.891, -0.88, -0.793, 0.75, -0.87, 0.915, -0.742, 0.98 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,"0;
0;
0","0;
0;
0",No PQS found in G4 Hunter
LINC00649,prostate cancer,RNA-seq,differential expression,30906477,"Also Known As: LINC00650, lnc-ITSN1-2",3,"NR_038883.2, NR_134558.1, NR_134559.1 ","18, 14, 4","18, 14, 4","0,0,0","0,0,0",VALIDATED,"3 (1-2G, 2-C-rich);
1 (2G);
2 (C-rich)
","[ 0.941 (2G); -0.936, -0.891 (C-rich)];
[0.941 (2G)];
[-0.936, -0.891 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,"0;
0;
0","0;
0;
0",No PQS found in G4 Hunter
LINC00662,prostate cancer,"qRT-PCR , Luciferase reporter assay , in vitro knockdown etc.",up-regulated,31114993,,1,NR_027301.1,6,5,1,0,VALIDATED,1 (C-rich),[-1 (C-rich)],"No similarity to any PQS from QGRS mapper
",0,0,No PQS found in G4 hunter
LINC00663,prostate cancer,qPCR etc.,down-regulated,26743782,,1,NR_026956.1,22,22,0,0,VALIDATED,"3 (2 - 2G, 1 - C-rich)","[0.885, 0.891 (2G), -0.759 (C-rich)]","No similarity to any PQS (2G) from QGRS mapper.
",0,0,No PQS found in G4 Hunter
LINC00665,prostate cancer,"qPCR, Luciferase reporter assay etc.",up-regulated,32273723,,2,"NR_038278.1, NR_038279.1","16, 8","15, 7",2021-01-01 00:00:00,"0, 0",VALIDATED,"2 (C-rich);

3 (C-rich)","[-0.788, -0.911 (C-rich)];

[-0.797, -0.911, -0.913 (C-rich)]","No similarity to any PQS (2G) from QGRS mapper.
","0;

1 (C-rich)","0;

[-1.136 (C-rich)]","No similarity to any PQS (2G) from QGRS mapper.
"
LINC00673,prostate cancer,"RT-qPCR, Western blot analysis, Dual luciferase reporter gene assay, RIP",up-regulated,31881124,Also known asSLNCR; SLNCR1; ERRLR01; HILNC75; LUCAIR1; HI-LNC75,5,"NR_137281.2, NR_137280.2, NR_036488.1,  NR_152515.1, NR_152516.1 ","26, 25, 23, 23, 27","24 ,23, 22, 22, 25","2 ,2,1, 1, 2","0, 0, 0, 0, 0",VALIDATED,"9 (2 - 2G, 2 - 3G, 5 - C-rich);

9 (2 - 2G, 2 - 3G, 5 - C-rich);

7 (2 - 2G, 1 - 3G, 4 - C-rich);

7 (2 - 2G, 1 - 3G, 4 - C-rich);

9 (2 - 2G, 2 - 3G, 5 - C-rich)","[1, 0.911 (2G), 0.766, 0.935  (3G), -0.787, -0.88, -0.957, -0.936, -0.671 (C-rich)];

[1, 0.911 (2G), 0.766, 0.935  (3G), -0.787, -0.88, -0.957, -0.936, -0.671 (C-rich)];
 
(1, 0.911 (2G), 0.766 (3G), -0.787, -0.957, -0.936, -0.671 (C-rich)];

(1, 0.911 (2G), 0.766 (3G), -0.787, -0.957, -0.936, -0.671 (C-rich)];

[1, 0.911 (2G), 0.766, 0.935  (3G), -0.787, -0.88, -0.957, -0.936, -0.671 (C-rich)]","In variants 1, 2 and 5, PQS 9 (3G) of QGRS mapper and the PQS 4 (3G) of G4 hunter have similar G tracts.

PQS 15 (3G) of QGRS mapper and the PQS 5 (3G) of G4 hunter have similar G tracts.

In variants 3 and 4, PQS 9 (3G) of QGRS mapper and the PQS 4 (3G) of G4 hunter have similar G tracts.",0,0,No PQS found in G4 hunter
LINC00683,prostate cancer,RNA-seq,down-regulated,30963639,,1,NR_120419.1,18,14,4,0,VALIDATED,"4 (2-2G, 2-C-rich)","[1.052, 0.915 (2G); -1.116, -0.797 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 Hunter
LINC00844,prostate cancer,"ChIP-seq, Microarray",down-regulated,30115758,,1,NR_108046.1,1,1,0,0,VALIDATED,0,0,No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 Hunter
LINC00908,prostate cancer,"Microarray, RT-qPCR, Western blot analysis, Dual luciferase reporter assay, RIP",down-regulated,31938018,Also Known As: ASRPS,1,NR_015417.1,19,19,0,0,VALIDATED,3 (C-rich),"[-0.878, -0.783, -0.911 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 Hunter
LINC00963,prostate cancer,"Microarray, qPCR, RNAi, Western blot etc.",up-regulated,24691949,Also Known As: MetaLnc9,1,NR_038955.1,21,20,1,0,VALIDATED,"3 (1-2G, 2-C-rich)","[0.776 (2G); -0.891, -0.731 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 Hunter
"LINC00969 
MIR570HG",prostate cancer,"Microarray, qPCR etc.",up-regulated,27556357,Also Known As: MIR570HG; LINC00969,1 (MIR570HG),MIR570HG (NR_122105.1),7 (MIR570HG),7 (MIR570HG),0 (MIR570HG),0 (MIR570HG),VALIDATED (MIR570HG),1 (C-rich),[0.667 (C-rich)],No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 Hunter
"LINC00969 
MIR570HG",prostate cancer,"Microarray, qPCR etc.",down-regulated,27556357,Also Known As: MIR570HG; LINC00969,1 (MIR570HG),MIR570HG (NR_122105.1),7 (MIR570HG),7 (MIR570HG),0 (MIR570HG),0 (MIR570HG),VALIDATED (MIR570HG),1 (C-rich),[0.667 (C-rich)],No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 Hunter
LINC01116,prostate cancer,"RNA-seq, qPCR, RNAi etc.",up-regulated,28131897,Also Known As: TALNEC2,1,NR_040001.2,2,2,0,0,VALIDATED,1 (C-rich),[-0.741 (C-rich)],No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 hunter
LINC01138,prostate cancer,"Microarray, qPCR etc.",down-regulated,27556357,Also Known As: LINC00875,2,"NR_027468.3, NR_104014.2","10,7","10,7","0,0","0,0",VALIDATED,"4 (1 - 2G, 3 - C-rich);
4 (1 - 2G, 3 - C-rich)","[0.613 (2G); -0.899, -0.875, -0.854 (C-rich)];
[0.613 (2G); -0.899, -0.875, -0.854 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,"0;
0","0;
0",No PQS found in G4 Hunter
LINC01138,prostate cancer,"Microarray, qPCR etc.",up-regulated,27556357,Also Known As: LINC00875,2,"NR_027468.3, NR_104014.2","10,7","10,7","0,0","0,0",VALIDATED,"4 (1 - 2G, 3 - C-rich);
4 (1 - 2G, 3 - C-rich)","[0.613 (2G); -0.899, -0.875, -0.854 (C-rich)];
[0.613 (2G); -0.899, -0.875, -0.854 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,"0;
0","0;
0",No PQS found in G4 Hunter
"LINC01296
DUXAP9",prostate cancer,"qPCR, Western blot",up-regulated,28392705,"Also Known As: DUXAP9; LNMAT1; LINC01296; LncRNA-CTD903 (Gene Cards)

Homo sapiens double homeobox A pseudogene 9 (DUXAP9), transcript variant 1 and 2, non-coding RNA (NR_122111.1 and NR_122112.1)

transcribed RNA-misc_RNA (mentioned as lncRNA in title of papers; PubMed - 31522796 and others) (NR_122111.1 and NR_122112.1)

Gene type - pseudo",2 (DUXAP9),"DUXAP9 (NR_122111.1, NR_122112.1)","19, 9 (DUXAP9)","19, 9 (DUXAP9)","0, 0 (DUXAP9)","0, 0 (DUXAP9)",VALIDATED (DUXAP9),"7 (1 - 2G, 6 - C-rich);
2 (C-rich)
","[0.613 (2G); -0.899, -0.875, -0.854, -0.944, -0.821, -0.782 (C-rich)];
[-0.821, -0.782 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper,"0;
0","0;
0",No PQS found in G4 hunter
LINP1,prostate cancer,"qPCR, Western blot",up-regulated,30058678,,1,NR_138480.1,7,5,2,0,VALIDATED,"4 (1 - 2G, 3 - C-rich)","[-0.915, -0.911, -0.847 (C-rich), 0.808 (2G)] 
","PQS 6 (3G) of QGRS mapper is similar to / a part of PQS 4 (3G) of G4 hunter 
",1 (3G),[1.4 (3G)],"PQS 6 (3G) of QGRS mapper is similar to / a part of PQS 1 (3G) of G4 hunter 
"
lncRNA-ATB,prostate cancer,"qPCR, Western blot etc.",up-regulated,27176634,,1,NR_160525.1,17,16,1,0,VALIDATED,"4 (1 - 2G, 3 - C-rich)","[-0.87, -0.913, -0.917 (C-rich), 0.729 (2G)]  
","No similarity to any PQS (2G) from QGRS mapper.
",0,0,No PQS found in G4 Hunter
LOXL1-AS1,prostate cancer,"qRT-PCR , Microarray , Western blot etc.",down-regulated,31188543,,5,"NR_040066.1, NR_040067.1, NR_040068.1, NR_040069.1, NR_040070.1","15, 13, 11, 9, 11","12, 10, 11, 9, 10","3, 3, 0, 0, 1

PQS 1 of 5th variant is different from other variants.","0, 0, 0, 0, 0",VALIDATED,"5 (2 - 3G, 3 - C-rich);

5 (C-rich);

3 (C-rich);

3 (C-rich);

7 (3 - 2G, 4 - C-rich)","[0.851, 1.021 (3G), -0.786, -0.851, -0.976 (C-rich)]; 

[-0.956, -0.9, -0.789, -0.911, -0.936 (C-rich)]; 

[-0.786, -0.851, -0.976 (C-rich)]; 

[-0.786, -0.851, -0.976 (C-rich)]; 

[0.935, 0.765, 0.933 (2G), -0.933, -0.786, -0.851, -0.976 (C-rich)]","In variant 1, PQS 2 (3G) of QGRS mapper is similar to / a part of PQS 1 (3G) of G4 hunter 

PQS 5 (3G) of QGRS mapper is similar to / a part of PQS 2 (3G) of G4 hunter ",0,0,No PQS found in G4 Hunter
LOXL1-AS1,prostate cancer,"qPCR, RNA-seq, Luciferase reporter assay, RNAi, other",down-regulated,30278884,,5,"NR_040066.1, NR_040067.1, NR_040068.1, NR_040069.1, NR_040070.1","15, 13, 11, 9, 11","12, 10, 11, 9, 10","3, 3, 0, 0, 1

PQS 1 of 5th variant is different from other variants.","0, 0, 0, 0, 0",VALIDATED,"5 (2 - 3G, 3 - C-rich);

5 (C-rich);

3 (C-rich);

3 (C-rich);

7 (3 - 2G, 4 - C-rich)","[0.851, 1.021 (3G), -0.786, -0.851, -0.976 (C-rich)]; 

[-0.956, -0.9, -0.789, -0.911, -0.936 (C-rich)]; 

[-0.786, -0.851, -0.976 (C-rich)]; 

[-0.786, -0.851, -0.976 (C-rich)]; 

[0.935, 0.765, 0.933 (2G), -0.933, -0.786, -0.851, -0.976 (C-rich)]","In variant 1, PQS 2 (3G) of QGRS mapper is similar to / a part of PQS 1 (3G) of G4 hunter 

PQS 5 (3G) of QGRS mapper is similar to / a part of PQS 2 (3G) of G4 hunter ",0,0,No PQS found in G4 Hunter
LSAMP-AS1,prostate cancer,"RT-qPCR, Western blot",down-regulated,31727599,,1,NR_109998.1,4,4,0,0,VALIDATED,0,0,No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 Hunter
LUCAT1,prostate cancer,"qRT-PCR , Western blot etc.",up-regulated,31081080,Also Known As: SCAL1; SCAT5,2,"NR_103548.1, NR_103549.1","3,2","3,2","0,0","0,0",VALIDATED,"0;
3 (2G)","0;
[0.876, 0.911, 0.911 (2G)]",No similarity to any PQS (2G) from QGRS mapper,0,0,No PQS found in G4 Hunter
MALAT1,prostate cancer,qPCR etc.,down-regulated,32210615,"Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047

Some (older-not checked for PQS) scRNA mascRNA (MALAT1 gene) ""scRNA"" ncRNA (TPA: HG975416.1) was also there in result.

PQS 1 obtained in 1st variant was replaced by another PQS of same score (by shifting a G-Group within the same G-Group/Quartet frame) in 2nd and 3rd variants.",3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46, 47, 47","7, 7, 6

PQS 1 obtained in 1st variant was replaced by another PQS of same score (by shifting a G-Group within the same G-Group/Quartet frame) in 2nd and 3rd variants.","0, 0, 0",REVIEWED,"31 (17 - 2G, 9 - 3G, 5 - C-rich);
30 (16 - 2G, 9 - 3G, 5 - C-rich);
31 (1- - 2G, 9 - 3G, 5 - C-rich)","[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];
[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];
[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891]",No similarity to PQS (2G) from QGRS mapper,"2 (3G);
2 (3G);
2 (3G)","[1.358, 1.354 (3G)];
[1.358, 1.354 (3G)];
[1.358, 1.354 (3G)]","For all three variants, 
PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

PQS 1 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper.

PQS 2 (3G) from G4 Hunter has no similarity to PQS from QGRS mapper 
"
MALAT1,prostate cancer,RNA-seq,differential expression,30906477,"Also Known As: HCN; NEAT2; PRO2853; LINC00047; NCRNA00047

Some (older-not checked for PQS) scRNA mascRNA (MALAT1 gene) ""scRNA"" ncRNA (TPA: HG975416.1) was also there in result.

PQS 1 obtained in 1st variant was replaced by another PQS of same score (by shifting a G-Group within the same G-Group/Quartet frame) in 2nd and 3rd variants.",3,"NR_002819.4, NR_144567.1, NR_144568.1","53, 54, 53","46, 47, 47","7, 7, 6

PQS 1 obtained in 1st variant was replaced by another PQS of same score (by shifting a G-Group within the same G-Group/Quartet frame) in 2nd and 3rd variants.","0, 0, 0",REVIEWED,"31 (17 - 2G, 9 - 3G, 5 - C-rich);
30 (16 - 2G, 9 - 3G, 5 - C-rich);
31 (1- - 2G, 9 - 3G, 5 - C-rich)","[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];
[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891];
[0.851, 0.898, 0.891, 0.852, 0.727, 1.019, 0.824, 0.854, 1.119, 0.816, -0.826, 0.857, 0.824, 0.872, 0.911, 0.731, 0.803, 0.698, 0.717, 0.681, 0.738, 0.793, 0.911, 0.65, 0.911, -0.911, -0.911, -0.808, -1, 0.913, 0.891]",No similarity to PQS (2G) from QGRS mapper,"2 (3G);
2 (3G);
2 (3G)","[1.358, 1.354 (3G)];
[1.358, 1.354 (3G)];
[1.358, 1.354 (3G)]","For all three variants, 
PQS 2 (3G) from QGRS mapper is similar to / a part of PQS 1 (3G) from G4 hunter

PQS 1 (3G) from G4 Hunter has a left frame-shift as compared to PQS 2 (3G) from QGRS mapper.

PQS 2 (3G) from G4 Hunter has no similarity to PQS from QGRS mapper 
"
