LncRNA name,Cancer name,Methods,Expression pattern,Pubmed ID,Remarks,No. of Lnc Transcript variants,NCBI Reference Number/GeneBank ID,Total No. of PQS,No. of 2G PQS,No. of 3G PQS,No. of 4G PQS,RefSeq status,Total No. of PQS.1,G4Hunter Scores of PQS,Similarity between PQS from QGRS mapper vs PQS from G4 hunter,Total No. of PQS.2,G4Hunter Scores of PQS.1,Similarity between PQS from QGRS mapper vs PQS from G4 hunter.1,Unnamed: 19
HAGLR,non small cell lung cancer,"qPCR, Western blot etc.",up-regulated,28443464,Also Known As: Mdgt; HOXD-AS1; MIR7704HG,12,"NR_110458.1, NR_110459.1, NR_110460.1, NR_110461.1, NR_110462.1, NR_110463.1, NR_110464.1, NR_110465.1, NR_110466.1, NR_033979.2, NR_110467.1, NR_110468.1","27, 25, 25, 23, 27, 25, 25, 23, 23, 22, 24, 24","25, 23, 23, 22, 25, 24, 24, 21, 21, 20, 23, 23","2, 2, 2, 1, 2, 1, 1, 2, 2, 2, 1, 1

PQS 1 of 1st and 5th variants is same.
PQS 1 of 2nd variant is same to the PQS 1 of 3rd, 8th and 9th variants.
PQS 1 of 10th variant is different from all other variants. 
PQS 2 of 1st variant is same to the PQS 1 of 4th, 6th, 7th, 11th and 12th variants; and same to the PQS 2 of 2nd, 3rd, 5th, 8th, 9th and 10th variants.","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",VALIDATED,"18 (5 - 2G, 2 - 3G, 11 - C-rich);

22 (5 - 2G, 3 - 3G, 14 - C-rich);

21 (4 - 2G, 3 - 3G, 14 - C-rich);

15 (4 - 2G, 11 - C-rich);

18 (5 - 2G, 2 - 3G, 11 - C-rich);

15 (4 - 2G, 11 - C-rich);

15 (4 - 2G, 11 - C-rich);

21 (4 - 2G, 3 - 3G, 14 - C-rich);

20 (2 - 2G, 2 - 3G, 14 - C-rich);

15 (4 - 2G, 11 - C-rich);

15 (4 - 2G, 11 - C-rich);

15 (4 - 2G, 11 - C-rich)","[0.983, 1 (3G), 0.808, 0.891, 1.118, 0.911, 0.833 (2G), -0.636, -0.849, -0.947, -0.911, -0.957, -0.849, -1, -0.864, -0.667, -0.984, -0.911 (C-rich)];

[0.721, 1, 0.891 (3G), 0.763, 0.891, 1.118, 0.911, 0.833 (2G), -0.796, -0.86, -0.891,  -0.636, -0.849, -0.947, -0.911, -0.957, -0.849, -1, -0.864, -0.667, -0.984, -0.911 (C-rich)];

[0.721, 1, 0.891 (3G),  0.891, 1.118, 0.911, 0.833 (2G), -0.796, -0.86, -0.891, -0.636, -0.849, -0.947, -0.911, -0.957, -0.849, -1, -0.864, -0.667, -0.984, -0.911 (C-rich)];

[0.891, 1.118, 0.911, 0.833 (2G), -0.636, -0.849, -0.947, -0.911, -0.957, -0.849, -1, -0.864, -0.667, -0.984, -0.911 (C-rich)];

[0.983, 1 (3G), 0.808, 0.891, 1.118, 0.911, 0.833 (2G), -0.636, -0.849, -0.947, -0.911, -0.957, -0.849, -1, -0.864, -0.667, -0.984, -0.911 (C-rich)];

[0.891, 1.118, 0.911, 0.833 (2G), -0.636, -0.849, -0.947, -0.911, -0.957, -0.849, -1, -0.864,  -0.667, -0.984, -0.911 (C-rich)];

[0.891, 1.118, 0.911, 0.833 (2G), -0.636, -0.849, -0.947, -0.911, -0.957, -0.849, -1, -0.864, -0.667, -0.984, -0.911 (C-rich)];

[0.721, 1, 0.891 (3G),  0.891, 1.118, 0.911, 0.833 (2G), -0.796, -0.86, -0.891, -0.636, -0.849, -0.947, -0.911, -0.957, -0.849, -1, -0.864, -0.667, -0.984, -0.911 (C-rich)];

[0.721, 1 (3G), 0.891, 1.118, 0.911, 0.833 (2G), -0.796, -0.86, -0.891, -0.636, -0.849, -0.947, -0.911, -0.957, -0.849, -1, -0.864, -0.667, -0.984, -0.911 (C-rich)];

[0.891, 1.118, 0.911, 0.833 (2G), -0.636, -0.849, -0.947, -0.911, -0.957, -0.849, -1, -0.864, -0.667, -0.984, -0.911 (C-rich)];

[0.891, 1.118, 0.911, 0.833 (2G), -0.636, -0.849, -0.947, -0.911, -0.957, -0.849, -1, -0.864, -0.667, -0.984, -0.911 (C-rich)];

[0.891, 1.118, 0.911, 0.833 (2G), -0.636, -0.849, -0.947, -0.911, -0.957, -0.849, -1, -0.864, -0.667, -0.984, -0.911 (C-rich)]","In variants 1 and 5, PQS 4 (3G) of QGRS mapper and the PQS 2 (3G) of G4 hunter have similar G tracts.

In variant 2, PQS 1 (3G) of QGRS mapper and the PQS 4 (3G) of G4 hunter have similar G tracts.

PQS 4 (3G) from G4 hunter has a left frame-shift as compared to PQS 1 (3G) from QGRS mapper.

PQS 1 (3G) of QGRS mapper and the PQS 5 (3G) of G4 hunter have similar G tracts.

PQS 1 (3G) of QGRS mapper and the PQS 6 (3G) of G4 hunter have similar G tracts.

By looking at PQS 4, 5 and 6 (3G) in G4 hunter, it appears that at a time only 1 GQ can be formed as all PQS have a few common G-tracts due to overlap amongst all of these PQS. 

In variants 3 and 8, PQS 1 (3G) of QGRS mapper and the PQS 4 (3G) of G4 hunter have similar G tracts.

PQS 1 (3G) of QGRS mapper and the PQS 5 (3G) of G4 hunter have similar G tracts.

PQS 1 (3G) of QGRS mapper and the PQS 6 (3G) of G4 hunter have similar G tracts.

By looking at PQS 4, 5 and 6 (3G) in G4 hunter, it appears that at a time only 1 GQ can be formed as all PQS have a few common G-tracts due to overlap amongst all of these PQS. 

In variant 9, PQS 1 (3G) of QGRS mapper and the PQS 4 (3G) of G4 hunter have similar G tracts.

PQS 4 (3G) from G4 hunter has a left frame-shift as compared to PQS 1 (3G) from QGRS mapper.

PQS 1 (3G) of QGRS mapper and the PQS 5 (3G) of G4 hunter have similar G tracts.","3 (C-rich);

3 (C-rich);

3 (C-rich);

3 (C-rich);

3 (C-rich);

3 (C-rich);

3 (C-rich);

3 (C-rich);

3 (C-rich);

3 (C-rich);

3 (C-rich);

3 (C-rich)","[-1.4, -1.4, -1.258 (C-rich)]; 

[-1.4, -1.4, -1.258 (C-rich)]; 

[-1.4, -1.4, -1.258 (C-rich)]; 

[-1.4, -1.4, -1.258 (C-rich)]; 

[-1.4, -1.4, -1.258 (C-rich)]; 

[-1.4, -1.4, -1.258 (C-rich)]; 

[-1.4, -1.4, -1.258 (C-rich)]; 

[-1.4, -1.4, -1.258 (C-rich)]; 

[-1.4, -1.4, -1.258 (C-rich)]; 

[-1.4, -1.4, -1.258 (C-rich)]; 

[-1.4, -1.4, -1.258 (C-rich)]; 

[-1.4, -1.4, -1.258 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper.,
HAGLROS,lung cancer,"qPCR, Luciferase reporter assay, in vitro knockdown",up-regulated,31378893,,1,NR_110457.1,6,6,0,0,VALIDATED,2 (C-rich),"(-0.957, -0.933 (C-rich))",,2 (C-rich),"(-1.463, 
-1.422 (C-rich))",,
HAND2-AS1,non small cell lung cancer,"qPCR, Western blot, RIP, etc.",down-regulated,30509963,Also Known As: UPH; DEIN; NBLA00301,11,"NR_003679.2, NR_136192.1, NR_136193.1, NR_136194.1, NR_136195.1, NR_136196.1, NR_136197.1, NR_136198.1, NR_136199.1, NR_136200.1, NR_136201.1","1, 19, 22, 21, 11, 5, 19, 18, 20, 22, 24","1, 17, 20, 19, 10, 4, 18, 16, 18, 20, 22","0, 2, 2, 2, 1, 1, 1, 2, 2, 2, 2","0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",VALIDATED,"0;

8 (1 - 2G, 2 - 3G, 5 - C-rich);

10 (1 - 2G, 3 - 3G, 7 - C-rich); 

8 (1 - 2G, 2 - 3G, 5 - C-rich);

1 (3G);

1 (3G);

9 (1 - 2G, 1 - 3G, 7 - C-rich);

8 (1 - 2G, 2 - 3G, 5 - C-rich));

8 (1 - 2G, 2 - 3G, 5 - C-rich);

10 (1 - 2G, 3 - 3G, 7 - C-rich); 

10 (1 - 2G, 3 - 3G, 7 - C-rich)","0;

[0.654, 0.913  (3G), -0.938, -0.827, -0.872, -0.958, -0.649  (C-rich), 1 (2G)];

[0.654, 0.913 (3G), -0.684, -0.851, -0.938, -0.827, -0.872, -0.958, -0.649 (C-rich), 1 (2G)];

[0.654, 0.913  (3G), -0.938, -0.827, -0.872, -0.958, -0.649  (C-rich), 1 (2G)];

[0.654 (3G)];

[0.654 (3G)];

[-0.905, -0.911, -0.938, -0.827, -0.872, -0.958, -0.649 (C-rich), 1 (2G), 0.913 (3G)];

[0.654, 0.913  (3G), -0.938, -0.827, -0.872, -0.958, -0.649  (C-rich), 1 (2G)];

[0.654, 0.913  (3G), -0.938, -0.827, -0.872, -0.958, -0.649  (C-rich), 1 (2G)];

[0.654, 0.913 (3G), -0.684, -0.851, -0.938, -0.827, -0.872, -0.958, -0.649 (C-rich), 1 (2G)];

[0.654, 0.913 (3G), -0.684, -0.851, -0.938, -0.827, -0.872, -0.958, -0.649 (C-rich), 1 (2G)]","In variant 2, PQS 1 (3G) of QGRS mapper and the PQS 1 (3G) of G4 hunter have similar G tracts.

PQS 1 (3G) from G4 hunter has a left frame-shift as compared to PQS 1 (3G) from QGRS mapper.

PQS 13 (3G) of QGRS mapper and the PQS 7 (3G) of G4 hunter have similar G tracts.

PQS 7 (3G) from G4 hunter has a left frame-shift as compared to PQS 13 (3G) from QGRS mapper.

In variant 3, PQS 1 (3G) of QGRS mapper and the PQS 1 (3G) of G4 hunter have similar G tracts.

PQS 1 (3G) from G4 hunter has a left frame-shift as compared to PQS 1 (3G) from QGRS mapper.

PQS 16 (3G) of QGRS mapper and the PQS 9 (3G) of G4 hunter have similar G tracts.

PQS 9 (3G) from G4 hunter has a left frame-shift as compared to PQS 16 (3G) from QGRS mapper.

In variant 4, PQS 1 (3G) of QGRS mapper and the PQS 1 (3G) of G4 hunter have similar G tracts.

PQS 1 (3G) from G4 hunter has a left frame-shift as compared to PQS 1 (3G) from QGRS mapper.

PQS 13 (3G) of QGRS mapper and the PQS 7 (3G) of G4 hunter have similar G tracts.

PQS 7 (3G) from G4 hunter has a left frame-shift as compared to PQS 13 (3G) from QGRS mapper.

In variants 5 and 6, PQS 1 (3G) of QGRS mapper and the PQS 1 (3G) of G4 hunter have similar G tracts.

PQS 1 (3G) from G4 hunter has a left frame-shift as compared to PQS 1 (3G) from QGRS mapper.

In variant 7, PQS 13 (3G) of QGRS mapper and the PQS 8 (3G) of G4 hunter have similar G tracts.

PQS 8 (3G) from G4 hunter has a left frame-shift as compared to PQS 13 (3G) from QGRS mapper.

In variants 8 and 9, PQS 1 (3G) of QGRS mapper and the PQS 1 (3G) of G4 hunter have similar G tracts.

PQS 1 (3G) from G4 hunter has a left frame-shift as compared to PQS 1 (3G) from QGRS mapper.

PQS 13 (3G) of QGRS mapper and the PQS 7 (3G) of G4 hunter have similar G tracts.

PQS 7 (3G) from G4 hunter has a left frame-shift as compared to PQS 13 (3G) from QGRS mapper.

In variants 10 and 11, PQS 1 (3G) of QGRS mapper and the PQS 1 (3G) of G4 hunter have similar G tracts.

PQS 1 (3G) from G4 hunter has a left frame-shift as compared to PQS 1 (3G) from QGRS mapper.

PQS 16 (3G) of QGRS mapper and the PQS 9 (3G) of G4 hunter have similar G tracts.

PQS 9 (3G) from G4 hunter has a left frame-shift as compared to PQS 16 (3G) from QGRS mapper.","0; 

3 (3G);

3 (3G);

3 (3G);

0;

0;

3 (3G);

3 (3G);

3 (3G);

3 (3G);

3 (3G)","0;

[1.422, 1.457, 1.266 (3G)];

[1.422, 1.457, 1.266 (3G)];

[1.422, 1.457, 1.266 (3G)];

0;

0;

[1.422, 1.457, 1.266 (3G)];

[1.422, 1.457, 1.266 (3G)];

[1.422, 1.457, 1.266 (3G)];

[1.422, 1.457, 1.266 (3G)];

[1.422, 1.457, 1.266 (3G)]","In variants 2, 3, 4, 7, 8, 9, 10 and 11, PQS 13 (3G) of QGRS mapper and the PQS 1 (3G) of G4 hunter have similar G tracts.

PQS 1 (3G) from G4 hunter has a left frame-shift as compared to PQS 13 (3G) from QGRS mapper.

PQS 13 (3G) of QGRS mapper and the PQS 2 (3G) of G4 hunter have similar G tracts.

PQS 2 (3G) from G4 hunter has a left frame-shift as compared to PQS 13 (3G) from QGRS mapper.

PQS 13 (3G) of QGRS mapper and the PQS 3 (3G) of G4 hunter have similar G tracts.

PQS 3 (3G) from G4 hunter has a left frame-shift as compared to PQS 13 (3G) from QGRS mapper.

By looking at PQS 1, 2 and 3 (3G) in G4 hunter, it appears that at a time only 1 GQ can be formed as all PQS have a few common G-tracts due to overlap amongst all of these PQS. ",
HAS2-AS1,non small cell lung cancer,"qPCR, Western blot, RIP etc",up-regulated,32269726,Also known as: HASNT; HAS2AS; HAS2-AS; NCRNA00077,1,NR_002835.2,15,14,1,0,VALIDATED,"11 (1-3G, 1-2G, 
9-C-rich)","[0.767 (3G), 0.824 (2G);
-0.742, -0.869, -0.891, 
-0.837, -1, -0.947, -0.891, 
-0.913, -0.846 (C-rich)]","The PQS 1 (3G) of QGRS Mapper is 
similar to the PQS 1 (3G) of G4 Hunter. 
The G-tracts of both PQS are the 
same with a right frame shift in G4 hunter.",3 (C-rich),"[-1.389, -1.404,
 -1.31 (C-rich)]",No similarity to any PQS from QGRS mapper,
HCP5,non small cell lung cancer,"qPCR, Western blot",up-regulated,32104093,Also Known As: P5-1; 6S2650E; D6S2650E,1,NR_040662.1,23,21,2,0,VALIDATED,"2 (1 - 2G, 1 - C-rich)","[0.913 (2G), -0.857 (C-rich)]",,0,0,No PQS found in G4 hunter,
HCP5,lung adenocarcinoma,"qRT-PCR, in vitro knockdown, Western blot analysis, Chromatin immunoprecipitation etc.",up-regulated,31131047,Also Known As: P5-1; 6S2650E; D6S2650E,1,NR_040662.1,23,21,2,0,VALIDATED,"2 (1 - 2G, 1 - C-rich)","[0.913 (2G), -0.857 (C-rich)]",,0,0,No PQS found in G4 hunter,
HCP5,lung adenocarcinoma,qPCR,down-regulated,28793054,Also Known As: P5-1; 6S2650E; D6S2650E,1,NR_040662.1,23,21,2,0,VALIDATED,"2 (1 - 2G, 1 - C-rich)","[0.913 (2G), -0.857 (C-rich)]",,0,0,No PQS found in G4 hunter,
HIF1A-AS1,non small cell lung cancer,qPCR etc.,up-regulated,26339353,Also Known As: 5'aHIF-1A; 5'aHIF1alpha,1,NR_047116.1,4,4,0,0,VALIDATED,0,0,"No PQS found
 in G4 hunter",0,0,"No PQS found
 in G4 hunter",
HLA-F-AS1,lung adenocarcinoma,"Microarray, qPCR",down-regulated,30151992,,2,"NR_026972.1, NR_026973.1","11, 3","10, 3","1, 0","0, 0",VALIDATED,,,,,,,
HMLINCRNA717,non small cell lung cancer,qPCR etc.,down-regulated,25674259,Also Known As: MTCL1AS1; MTCL1-AS1,2,"NR_120598.1, NR_126559.1","7,6","7,6","0,0","0,0",VALIDATED,"[-0.774, -0.891 (C-rich)];

[-0.758 (C-rich)]",No similarity to any PQS (2G) from QGRS mapper.,0,0,No PQS found in G4 hunter,,
HMMR-AS1,lung adenocarcinoma,"qRT-PCR , Luciferase reporter assay , Western blot , in vitro knockdown etc.",up-regulated,31128573,,1,NR_109892.1,5,5,0,0,VALIDATED,,,,,,,
HNF1A-AS1,non small cell lung cancer,"qPCR, Western blot, Luciferase reporter assay",up-regulated,31243821,Also Known As: HAS1; C12orf27; NCRNA00262,1,NR_024345.1,15,15,0,0,VALIDATED,4 (C-rich);,"[-0.933, -0.808, -0.911, -0.792 (C-rich)]",,0,0,No PQS found in G4 hunter,
HNF1A-AS1,lung adenocarcinoma,"qPCR, RNAi, Western blot, RIP etc.",up-regulated,25863539,Also Known As: HAS1; C12orf27; NCRNA00262,1,NR_024345.1,15,15,0,0,VALIDATED,4 (C-rich);,"[-0.933, -0.808, -0.911, -0.792 (C-rich)]",,0,0,No PQS found in G4 hunter,
HNF1A-AS1,non small cell lung cancer,"qRT-PCR, Luciferase reporter assay",up-regulated,29289833,Also Known As: HAS1; C12orf27; NCRNA00262,1,NR_024345.1,15,15,0,0,VALIDATED,4 (C-rich);,"[-0.933, -0.808, -0.911, -0.792 (C-rich)]",,0,0,No PQS found in G4 hunter,
HOST2,non small cell lung cancer,"qPCR, Western blot, Luciferase reporter assay etc.",up-regulated,31799663,Also Known As: CERNA2; HOST2; lncRNA-HOST2,1 (CERNA2),CERNA2 (NR_134505.1),9 (CERNA2),9 (CERNA2),0 (CERNA2),0 (CERNA2),REVIEWED (CERNA2),0,0,No PQS found in G4 hunter,0,0,No PQS found in G4 hunter,
HOTAIR,non small cell lung cancer,"qPCR, Western blot",up-regulated,29805510,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,"9 (7 - 2G, 2 - C-rich);

8 (7 - 2G, 1 - C-rich)

9 (8 - 2G, 1 - C-rich)","[0.871, 0.857, 0.889, 0.911, 0.851, 0.935, 0.939 (2G), -0.891, -0.635 (C-rich)];

[0.871, 0.857, 0.889, 0.911, 0.851, 0.935, 0.939 (2G), -0.635 (C-rich)];

[0.658, 0.871, 0.857, 0.889, 0.911, 0.851, 0.935, 0.939 (2G), -0.635 (C-rich)]",,"0;

","0;

","No PQS found in G4 hunter

",
HOTAIR,lung cancer,"qPCR, Luciferase reporter assay, RIP etc.",differential expressed,32248643,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,"9 (7 - 2G, 2 - C-rich);

8 (7 - 2G, 1 - C-rich)

9 (8 - 2G, 1 - C-rich)","[0.871, 0.857, 0.889, 0.911, 0.851, 0.935, 0.939 (2G), -0.891, -0.635 (C-rich)];

[0.871, 0.857, 0.889, 0.911, 0.851, 0.935, 0.939 (2G), -0.635 (C-rich)];

[0.658, 0.871, 0.857, 0.889, 0.911, 0.851, 0.935, 0.939 (2G), -0.635 (C-rich)]",,"0;

","0;

","No PQS found in G4 hunter

",
HOTAIR,non small cell lung cancer,"qPCR, Western blot",up-regulated,30720199,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,"9 (7 - 2G, 2 - C-rich);

8 (7 - 2G, 1 - C-rich)

9 (8 - 2G, 1 - C-rich)","[0.871, 0.857, 0.889, 0.911, 0.851, 0.935, 0.939 (2G), -0.891, -0.635 (C-rich)];

[0.871, 0.857, 0.889, 0.911, 0.851, 0.935, 0.939 (2G), -0.635 (C-rich)];

[0.658, 0.871, 0.857, 0.889, 0.911, 0.851, 0.935, 0.939 (2G), -0.635 (C-rich)]",,"0;

","0;

","No PQS found in G4 hunter

",
HOTAIR,small cell lung cancer,"qRT-PCR, Western blotting analysis, Luciferase reporter assays",up-regulated,31934137,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,"9 (7 - 2G, 2 - C-rich);

8 (7 - 2G, 1 - C-rich)

9 (8 - 2G, 1 - C-rich)","[0.871, 0.857, 0.889, 0.911, 0.851, 0.935, 0.939 (2G), -0.891, -0.635 (C-rich)];

[0.871, 0.857, 0.889, 0.911, 0.851, 0.935, 0.939 (2G), -0.635 (C-rich)];

[0.658, 0.871, 0.857, 0.889, 0.911, 0.851, 0.935, 0.939 (2G), -0.635 (C-rich)]",,"0;

","0;

","No PQS found in G4 hunter

",
HOTAIR,non small cell lung cancer,"RT-PCR , Northern blot etc.",up-regulated,31173294,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,"9 (7 - 2G, 2 - C-rich);

8 (7 - 2G, 1 - C-rich)

9 (8 - 2G, 1 - C-rich)","[0.871, 0.857, 0.889, 0.911, 0.851, 0.935, 0.939 (2G), -0.891, -0.635 (C-rich)];

[0.871, 0.857, 0.889, 0.911, 0.851, 0.935, 0.939 (2G), -0.635 (C-rich)];

[0.658, 0.871, 0.857, 0.889, 0.911, 0.851, 0.935, 0.939 (2G), -0.635 (C-rich)]",,"0;

","0;

","No PQS found in G4 hunter

",
HOTAIR,lung cancer,"qPCR, Western blot, Luciferase reporter assay",up-regulated,30047193,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,"9 (7 - 2G, 2 - C-rich);

8 (7 - 2G, 1 - C-rich)

9 (8 - 2G, 1 - C-rich)","[0.871, 0.857, 0.889, 0.911, 0.851, 0.935, 0.939 (2G), -0.891, -0.635 (C-rich)];

[0.871, 0.857, 0.889, 0.911, 0.851, 0.935, 0.939 (2G), -0.635 (C-rich)];

[0.658, 0.871, 0.857, 0.889, 0.911, 0.851, 0.935, 0.939 (2G), -0.635 (C-rich)]",,"0;

","0;

","No PQS found in G4 hunter

",
HOTAIR,lung cancer,"qPCR, Western blot, RIP, other",up-regulated,30223276,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,"9 (7 - 2G, 2 - C-rich);

8 (7 - 2G, 1 - C-rich)

9 (8 - 2G, 1 - C-rich)","[0.871, 0.857, 0.889, 0.911, 0.851, 0.935, 0.939 (2G), -0.891, -0.635 (C-rich)];

[0.871, 0.857, 0.889, 0.911, 0.851, 0.935, 0.939 (2G), -0.635 (C-rich)];

[0.658, 0.871, 0.857, 0.889, 0.911, 0.851, 0.935, 0.939 (2G), -0.635 (C-rich)]",,"0;

","0;

","No PQS found in G4 hunter

",
HOTAIR,lung cancer,"qPCR, Western blot, Luciferase reporter assay, RIP, etc.",down-regulated,31475459,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,"9 (7 - 2G, 2 - C-rich);

8 (7 - 2G, 1 - C-rich)

9 (8 - 2G, 1 - C-rich)","[0.871, 0.857, 0.889, 0.911, 0.851, 0.935, 0.939 (2G), -0.891, -0.635 (C-rich)];

[0.871, 0.857, 0.889, 0.911, 0.851, 0.935, 0.939 (2G), -0.635 (C-rich)];

[0.658, 0.871, 0.857, 0.889, 0.911, 0.851, 0.935, 0.939 (2G), -0.635 (C-rich)]",,"0;

","0;

","No PQS found in G4 hunter

",
HOTAIR,non small cell lung cancer,qPCR,up-regulated,28784052,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,"9 (7 - 2G, 2 - C-rich);

8 (7 - 2G, 1 - C-rich)

9 (8 - 2G, 1 - C-rich)","[0.871, 0.857, 0.889, 0.911, 0.851, 0.935, 0.939 (2G), -0.891, -0.635 (C-rich)];

[0.871, 0.857, 0.889, 0.911, 0.851, 0.935, 0.939 (2G), -0.635 (C-rich)];

[0.658, 0.871, 0.857, 0.889, 0.911, 0.851, 0.935, 0.939 (2G), -0.635 (C-rich)]",,"0;

","0;

","No PQS found in G4 hunter

",
HOTAIR,small cell lung cancer,"qPCR, RNAi, Western blot, RIP, Flow cytometry assay etc.",up-regulated,26707824,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,"9 (7 - 2G, 2 - C-rich);

8 (7 - 2G, 1 - C-rich)

9 (8 - 2G, 1 - C-rich)","[0.871, 0.857, 0.889, 0.911, 0.851, 0.935, 0.939 (2G), -0.891, -0.635 (C-rich)];

[0.871, 0.857, 0.889, 0.911, 0.851, 0.935, 0.939 (2G), -0.635 (C-rich)];

[0.658, 0.871, 0.857, 0.889, 0.911, 0.851, 0.935, 0.939 (2G), -0.635 (C-rich)]",,"0;

","0;

","No PQS found in G4 hunter

",
HOTAIR,small cell lung cancer,"qPCR, RNAi etc.",up-regulated,24591352,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,"9 (7 - 2G, 2 - C-rich);

8 (7 - 2G, 1 - C-rich)

9 (8 - 2G, 1 - C-rich)","[0.871, 0.857, 0.889, 0.911, 0.851, 0.935, 0.939 (2G), -0.891, -0.635 (C-rich)];

[0.871, 0.857, 0.889, 0.911, 0.851, 0.935, 0.939 (2G), -0.635 (C-rich)];

[0.658, 0.871, 0.857, 0.889, 0.911, 0.851, 0.935, 0.939 (2G), -0.635 (C-rich)]",,"0;

","0;

","No PQS found in G4 hunter

",
HOTAIR,lung cancer,"qPCR, Western blot, Flow cytometry assay etc.",up-regulated,27186394,"Also Known As: HOXAS; HOXC-AS4; HOXC11-AS1; NCRNA00072. Some (older-not checked for PQS) Long non-coding antisense RNA HOTAIR (HOTAIR gene) ""antisense RNA"" ncRNA (TPA: HG975398.1) was also there in result.",3,"NR_047517.1, NR_003716.3, NR_047518.1","18,17,16","17,16,15","1,1,1","0,0,0",REVIEWED,"9 (7 - 2G, 2 - C-rich);

8 (7 - 2G, 1 - C-rich)

9 (8 - 2G, 1 - C-rich)","[0.871, 0.857, 0.889, 0.911, 0.851, 0.935, 0.939 (2G), -0.891, -0.635 (C-rich)];

[0.871, 0.857, 0.889, 0.911, 0.851, 0.935, 0.939 (2G), -0.635 (C-rich)];

[0.658, 0.871, 0.857, 0.889, 0.911, 0.851, 0.935, 0.939 (2G), -0.635 (C-rich)]",,"0;

","0;

","No PQS found in G4 hunter

",
